"code","name"
"HYIT","Hydroxy Itraconazole"
"HYPO","% HYPO"
"I1","Honey Bee"
"I1BH","Interleukin 1 beta H.Sens."
"I1RA","Interleukin 1 R.Antagonist"
"I2","White-faced hornet Dolich. Ma."
"I202","Grain weevil Sitophilus gran."
"I203","Mediterranean flour moth Eph."
"I204","Horse Fly"
"I205","Bumblebee Bombus terrestris"
"I206","Cockroach, American Periplan."
"I207","Cockroach, Oriental Blatta or."
"I3","Common wasp"
"I4","Paper Wasp"
"I5","Yellow hornet  Dolichovesp."
"I6","Cockroach, German"
"I70","Fire Ant"
"I71","Mosquito"
"I72","Green nimitti  Cladotanytars."
"I73","Blood worm  Chironomus thum."
"I75","European hornet"
"I76","Berlin beetle  Trogoderma ang."
"I77","European Paper Wasp Poliste."
"I8","Moth Bombyx mori"
"IA2","IA2 Antibodies"
"ICAM","intercellular adhesive mol 1"
"ICOM","Immunophenotyping comments"
"ICON","Immunophenotyping conclusion"
"IDT","Intestinal Disaccharide Test"
"IEF","Isoelectric Focusing"
"IF","Anti Intrinsic factor Ab"
"IFIX","Serum Immunofixation"
"IFLC",""
"IFLH","Immunohaemat film comment only"
"IFLM","Immunohaematology film only"
"IFNG","IFN Gamma"
"IFNO","Total RBCs counted"
"IFNY","Interferon-gamma"
"IFRC","Malarial Infected Red Cells"
"IGBP","ILGF binding protein 1"
"IGD","IgD concentration"
"IGEX","Previous IgE concentration"
"IGF","Immature Gran Flag"
"IGF1","IGF-1"
"IGF2","IGF-2"
"IGG1","IgG 1 Concentration"
"IGG2","IgG 2 Concentration"
"IGG3","IgG 3 Concentration"
"IGG4","IgG 4 Concentration"
"IGGX","Previous IGG"
"IGLA","IGA"
"IGLG","IGG"
"IGLM","IGM"
"IGRD","Allergen Grade"
"IHIB","Inhibitor screen"
"IIDX","Icterus Index"
"IIGE","IgE concentration"
"IIGG","Immunoglobulin G concentration"
"IL1","IL-18"
"IL10","IL-10"
"IL1A","IL-1A"
"IL1B","IL-1B"
"IL6","IL-6"
"IMAB","Imatinib"
"IMAD","Imatinib Dose"
"IMAX","Imatinib (plasma)"
"IMFA","Intermediate Metabolites of FA"
"IN01","Insulin 0 mins"
"IN02","Insulin 30 mins"
"IN03","Insulin 60 mins"
"IN04","Insulin 90 mins"
"IN05","Insulin 120 mins"
"IN10","interleukin 10"
"IN12","interleukin 12"
"IN17","Interleukin 17"
"IN1A","Interleukin 1 alpha"
"IN1B","Interleukin 1 beta"
"IN2","interleukin 2"
"IN23","interleukin 23"
"IN4","interleukin 4"
"IN50","INR 50/50"
"IN6","interleukin 6"
"IN6H","interleukin 6 high sensitivity"
"IN8","interleukin 8"
"INAC","inhibin pro a c"
"INDI","Indinavir"
"INHA","inhibin a"
"INHB","Inhibin B"
"INR","INR"
"INRW","INR (Warfarin)"
"INS","Insulin"
"INSA","Insulin Antibodies"
"INSD","Insulin"
"INSR","Insulin Receptor"
"IOCR","Urine Iodine/Creatinine ratio"
"IRAK","Immunology rack position"
"IRF","IRF"
"IRON","Serum Iron"
"IRSN","IR Spectrum Number"
"IRT","Immuno-Reactive Trypsin"
"ITC","Immunotyping Concentration"
"ITC1","Immunotyping Concentration 1"
"ITC2","Immunotyping Concentration 2"
"ITC3","Immunotyping Concentration 3"
"ITC4","Immunotyping Concentration 4"
"ITRC","Itraconazole"
"ITT","Immunotyping Comments"
"ITT1","Immunotyping Comments 1"
"ITT2","Immunotyping Comments 2"
"ITT3","Immunotyping Comments 3"
"ITT4","Immunotyping Comments 4"
"JO1","Anti Jo1 antibodies"
"K%","Kleihauer percent"
"LA","Anti La SSB antibodies"
"LAC","Plasma Lactate"
"LACR","Urine Lanthanum/Creat. ratio"
"LALL","Lactose/Lactulose(10hr)"
"LAM","Lamotrigine"
"LAMB","CD19+Lambda+"
"LAMO","Lamotrigine Group"
"LAPC","LAP High Control"
"LAPH","Leucocyte Alk. Phos. Score"
"LAPI","LAP Interpretation"
"LAPP","LAP Patient"
"LAX","Laxative Screen"
"LAX2","% Lactose excreted(10hr)"
"LC1","Anti-LC1 blot"
"LCCD","Ciclosporin Current Dose"
"LCCM","Ciclosporin Comment"
"LCDR","Ciclosporin formulation"
"LCHA","LCHAD Genotyping"
"LCID","Interval Since Last Dose"
"LCIX","Ciclosporin"
"LCLD","Ciclosporin Date Last Dose"
"LCME","Ciclosporin Method"
"LCMS","LCMS data"
"LCR","Ciclosporin Assay Result"
"LCRA","Ciclosporin Range"
"LCTD","Ciclosporin Time Last Dose"
"LDH","LDH"
"LDL","LDL Chol"
"LEIS","Leishmaniasis"
"LEPT","Leptin"
"LEVE","Levetiracetam"
"LFR","Low Flourescence Ratio"
"LFUN","Lymphocyte Function"
"LH","LH"
"LH01","LH 0 mins"
"LH02","LH 20 mins"
"LH03","LH 60 mins"
"LHD","LH"
"LI","Lithium"
"LICR","Urine Lithium/Creat ratio"
"LIDX","Lipaemia Index"
"LIPA","Lipase"
"LKM","Liver Kidney Microsomal Abs"
"LKMB","Anti-LKM blot"
"LKMP","Liver Kidney Microsome Ab paed"
"LKMT","Liver Kidney Microsome Ab titr"
"LKMX","Previous LKM Abs"
"LKPX","Previous LKM Abs paed"
"LLRH","Lactulose/Rhamnose(5hr)"
"LLRR","Lactulose/Rhamnose ratio"
"LLX","% Lactulose excreted"
"LLX1","% Lactulose excreted(5hr)"
"LLX2","% Lactulose excreted(10hr)"
"LPUS","Lupus Anticoagulant"
"LRCE","MRCC (LIVER)"
"LSCD","Sirolimus Current Dose"
"LSCM","Sirolimus Comment"
"LSDR","Sirolimus formulation"
"LSID","Interval Since Last Dose"
"LSIX","Sirolimus"
"LSLD","Sirolimus Date Last Dose"
"LSME","Sirolimus Method"
"LSRA","Sirolimus Range"
"LSTD","Sirolimus Time Last Dose"
"LSUM","Lymphocyte Sum"
"LSYR","Sirolimus Assay Result"
"LTAX","Tacrolimus"
"LTCD","Tacrolimus Current Dose"
"LTCM","Tacrolimus Comment"
"LTDR","Tacrolimus formulation"
"LTID","Interval Since Last Dose"
"LTLD","Tacrolimus Date Last Dose"
"LTME","Tacrolimus Method"
"LTRA","Tacrolimus Range"
"LTTD","Tacrolimus Time Last Dose"
"LTYR","Tacrolimus Assay Result"
"LUC","Large Unstained Cells"
"LUCF","Large Unstained Cells"
"LYCN","Lymphocyte count"
"LYIM","Lymphocyte count"
"LYM","Lymphocytes"
"LYMX","Previous Lymphocyte Count"
"MABC","Monoclonal Ab test for HbC"
"MABS","Monoclonal Ab Test for HbS"
"MAG","Anti Myelin Assoc Glycoprot Ab"
"MALC","Malaria Species Confirmation"
"MALP","Malarial Parasites Percentage"
"MAMP","Metamfetamine"
"MAP","Mg. Amm. Phosphate"
"MARK","Cell Markers"
"MBLG","MBLG"
"MBLS","MBL (Sheff)"
"MBPB","Blood Lead (MASS)"
"MC34","Comment CD34"
"MCAD","MCAD Genotyping"
"MCH","MCH"
"MCHC","MCHC"
"MCP1","Monocyte chemotactic protein-1"
"MCV","MCV"
"MCVX","Previous MCV"
"MD31","MDR3 A523G - DUP"
"MD3A","MDR3 A523G"
"MD3C","MDR3 C524A"
"MD3R","MDR3 R969H"
"MD3T","ABCB4 (MDR3) Screen"
"MDF2","MDRD sex factor"
"MDFD","MDRD ethnic factor"
"MDMA","Ecstasy"
"MDNA","Mitochondrial DNA"
"MDR1","MDR1 C3453T"
"MDRD","MDRD internal result / 1.73m2"
"MDRI","MDRD interim calculation"
"MEA","MetHb reductase"
"MEHB","Methb"
"MEOH","Methanol"
"MET","Methaemoglobin."
"METC","Metamyelocyte Count"
"MFR","Medium  Flourescence Ratio"
"MG","Magnesium"
"MICR","Microfilaria"
"MIPX","Previous Mito Abs paed"
"MITO","Anti Mitochondrial antibodies"
"MITP","Mitochondrial antibodies paed"
"MITT","Mitochondrial antibodies titre"
"MITX","Previous Anti Mito Abs"
"MNBC","Manual NRBC"
"MNCR","Urine Manganese/Creat Ratio"
"MON","Monocyte Count"
"MONX","Previous Monocyte Count"
"MORP","Morphine"
"MPNH","Monocyte PNH clone"
"MPRL","Macroprolactin"
"MPV","Mean Platelet Volume"
"MRCE","MRCC (MUSCLE)"
"MRZ","Mirtazapine"
"MSPE","Malarial Parasites Species"
"MTH2","MTHF Reductase Duplicate"
"MTHC","MTHF Reductase Confirm"
"MTHF","MTHF Reductase"
"MTRX","Methotrexate"
"MUSK","Muscle Specific Kinase Abs"
"MX1","m1,m2,m3,m6"
"MX2","m1, m2, m3, m5, m6, m8"
"MX4","m3, m207, m36, m228"
"MYEL","Myelocyte Count"
"MYMH","Myelo/Monocytic Markers"
"MYPF","Myelo Peroxidase Flag"
"NA","Sodium"
"NBT","Nitro Blue Tetrazolium"
"NCLZ","Norclozapine"
"NEOP","Neopterin"
"NEUT","Neutrophils"
"NEUX","Previous Neutrophil Count"
"NEVI","Nevirapine"
"NGAL","NGA Lipocalin"
"NICR","Urine Nickel/Creat ratio"
"NIMA","Norimatinib"
"NK%","NK cells %"
"NKC","NK Cells Absolute Counts"
"NLMH","Non-Lineage Markers"
"NMDA","NMDA Receptor Antibodies"
"NMRZ","Normirtazapine"
"NOR","Random Urine Noradrenaline"
"NORA","24hr Urine Noradrenaline"
"NORC","Norcitalopram"
"NORM","Urine Normetadrenaline"
"NORP","Plasma Noradrenaline"
"NORS","Norsertraline"
"NORT","Nortryptiline"
"NOTH","Neuronal Antibodies Other"
"NP","Neutrophil Panel"
"NPAT","ANA Pattern"
"NRBC","Machine NRBC"
"NRCL","NRCELL"
"NSE","Neurone Specific Enolase"
"NT24","24hr Urine NTX"
"NTN","Neurotensin"
"NTX","Random Urine NTX"
"NTX1","NTX  Result  (assay)"
"NTXC","Random NTX Calculated Result"
"NTXR","Urine NTX  Result (assay)"
"NTXT","24hr Urine NTX Excretion"
"NUCH","Nuclear markers"
"O1","Cotton, crude fibers"
"O201","Tobacco leaf"
"O202","Artemia salina, fish feed"
"O203","Tetramin, fish feed"
"O207","Daphnia, fish feed"
"O211","Mealworm Tenebrio mollitor"
"O212","Streptavidin"
"O2HB","Oxyhb"
"O70","Seminal fluid"
"OCHM","Chamber Count"
"OE1","Oestrone"
"OE2","Oestradiol"
"OFCM","Osmotic Fragility Comment"
"OFOC","MCF Post Control"
"OFPC","MCF Pre control"
"OFPO","Mean Cell Fragility Post"
"OFPR","Mean Cell Fragility Pre"
"OFTT","Osmotic Fragility Test"
"OHRI","9OH-Risperidone"
"OLAD","Olanzapine Dose"
"OLAX","Olanzapine (plasma)"
"OLAZ","Olanzapine"
"OMIC","Microscopy"
"OPCR","Opiates (ratio)"
"OPCX","Opiate Confirmation"
"OPG","Osteoprotegerin"
"OPII","Opiates Screen"
"OPIN","Opiates (numeric)"
"ORBC","ORBC"
"OSF","Osmotic Fragility Test"
"OVAR","Anti Ovarian antibodies"
"OWBC","OWBC"
"OXCA","Oxcarbazepine"
"OXCR","Urine Oxalate/Creat Ratio"
"P1","Ascaris"
"P2","P2 Area"
"P3","P3 Area"
"P3NP","P3NP"
"P4","Anisakis"
"P50A","Oxygen affinity"
"P53P","P53 protein"
"P5NA","Pyrimidine-5-nucleotidase ay."
"PAA","Plasma Amino Acids"
"PACY","Acyl Carnitines (plasma)"
"PAGG","PLT Aggregation Studies"
"PALD","Dose of Paliperidone"
"PAMY","Serum Pancreatic Amylase"
"PAR","Paracetamol"
"PARA","Malarial Parasites Present"
"PARO","Paroxetine"
"PARS","Parasite Stage"
"PATT","ANCA IIF Pattern"
"PAX1","e3, e4, e70, e85"
"PAX3","m3, m6, g12, g15"
"PAX4","f4, f14, k87, i202"
"PAX5","k75, k76, k77, k79"
"PAX6","k78, k79, k80, k85"
"PBAR","Phenobarbitone"
"PBCR","Random Urine PBG Excretion"
"PBE","Plasma Beryllium"
"PBG1","Urine PBG"
"PBGN","Random Urine PBG"
"PBGR","Urgent PBG"
"PCAG","Protein C Antigen"
"PCAT","Protein C Activity"
"PCD3","%HLA-DR neg, CD3+ T cells"
"PCO2","PCO2"
"PCRA","U Prot/Creat Ratio"
"PCRE","Urine Lead/Creat ratio"
"PCV","PCV"
"PDCR","PD Fluid Creatinine"
"PDGL","PD Fluid Glucose"
"PDPR","PD Fluid Protein"
"PDSG","Pregnancy Diabetes Glucose"
"PDUR","PD Fluid Urea"
"PDW","Platelet Distrib Width"
"PEP","Phosphoenolpyruvate"
"PET","Peritoneal Equilibration Test"
"PETA","CAPD PET / Adequacy Test"
"PEXP","Perforin Expression"
"PFCD","PD Fluid Creatinine"
"PFGD","PD Fluid Glucose"
"PFKA","PFK assay"
"PFPD","PD Fluid Protein"
"PFPH","Pleural Fluid pH"
"PFUD","PD Fluid Urea"
"PGKA","PGK assay"
"PGLU","P Glucose"
"PH","PH"
"PHA","PHA"
"PHLC","Pholcodine"
"PHNY","Phenytoin"
"PHOS","Phosphate"
"PI2","Echinococcus"
"PINS","Proinsulin"
"PK20","PK after 20 mins"
"PK40","PK after 40 mins"
"PK60","PK after 60 mins"
"PKA","Pyruvate kinase assay."
"PKLF","PK low substrate + FDP"
"PKLS","PK low substrate"
"PLAP","Placental Alkaline Phosphatase"
"PLT","PLT"
"PLTF","Platelet Clump Flag"
"PLTM","Platelet Morphology"
"PLTR","Platelet studies"
"PLTX","Previous PLT"
"PME","Plasma Metadrenaline"
"PMEL","Plasma Melatonin"
"PMET","Plasma Metanephrines"
"PMMH","Platelet/Megakaryocyte markers"
"PNE2","Anti Pnuem Cap Polysac IgG2 Ab"
"PNET","Pnuem Cap Polysac IgG Ab Total"
"PNHC","Conclusion"
"PNHH","PNH Test"
"PNOR","Plasma Normetadrenaline"
"PNP","PNP"
"PO2","PO2"
"POCR","Random Tot.Porphyrin Excretion"
"POLC","HPLC Porphyrin Fractionation"
"POR6","Plasma Porphyrins"
"POR8","Total Faecal Porphyrins"
"PORG","Porphyrin Genetics"
"PORP","Porphyrin Request"
"POSM","Osmolality (Plas)"
"POT","Potassium"
"POX","Plasma Oxalate"
"PP","PP"
"PPCE","24hr Ur. Cu post penicillamine"
"PPCU","24hr Ur. Cu post penicillamine"
"PPD","PPD"
"PPX","Propoxyphene"
"PR01","Prolactin 0 mins"
"PR02","Prolactin 20 mins"
"PR03","Prolactin 60 mins"
"PR04","Prolactin 120 mins"
"PR1H","Random Urine Total Porphyrins"
"PR2H","24hr Urine Porphyrins"
"PR3","Anti PR3 Antibodies"
"PR3H","Random ALA/PBG"
"PR4H","24hr Urine ALA/PBG"
"PR5H","Urgent PBG Request"
"PR7H","Free & Zinc Protoporphyrin"
"PR9H","HMBS Enzyme"
"PRCL","Procalcitonin"
"PREG","Urine Pregnancy Test"
"PRG","Urine Pregnancy Test"
"PRIM","Primidone"
"PRLD","Prolactin"
"PRO","Prothrombin Genotype"
"PRO2","Prothrombin Genotype Duplicate"
"PROC","Prothrombin Genotype Confirm"
"PROG","Progesterone"
"PROL","Prolactin"
"PROM","Promyelocyte Count"
"PRX5","Prolactin (x5 dilution)"
"PSA","PSA"
"PSF","Protein S Free"
"PST","Protein S Total"
"PTCN","Prothrombin Time Control"
"PTH","PTH"
"PTHI","PTH"
"PTHP","PTH Related Peptide"
"PTR","Serum Pancreatic/Total Amylase"
"PTS","Proximal Tubular Screen"
"PTSC","Prothombin Time (Test)"
"PVIS","Plasma Viscosity Sent"
"PVKA","PIVKA-II"
"PWBC","Preadjusted WBC"
"PYY","Peptide YY"
"QUD","Quinidine"
"QUDD","Quinidine Dose"
"QUED","Quetiapine Dose"
"QUEP","Quetiapine"
"QUEX","Quetiapine (plasma)"
"QUID","Quinidine (plasma)"
"QUIN","Quinine (plasma)"
"QUN","Quinine"
"QUND","Quinine Dose"
"RABN","Reticulocyte Abnormal Scatterg"
"RAGS","RAG 1/2 Gene Sequencing"
"RALT","Raltegravir"
"RANK","Soluble R.A.N.factor-kb ligand"
"RBAP","Acanthocyte RBCs %"
"RBC","RBC"
"RBCA","Acanthocyte RBCs counted"
"RBCC","RBC Count"
"RBCM","Red Cell Morphology"
"RBCN","Total RBCs counted"
"RBP","Retinol Binding Protein"
"RBPR","Retinol Binding protein"
"RCFC","R Cell Folate"
"RCFP","RBC Free Protoporphyrin"
"RCFR","Rcf Raw Res"
"RCLX","Red Cell Enzyme Test"
"RCRV","RCL Review Queue"
"RCT1","Antenatal Sickle/Thal"
"RCT2","Prean Sickle Screen"
"RCT3","Referral HBO"
"RCT4","Sickle and Thal Screen"
"RCT5","Neonatal Screen"
"RCT6","Prenatal Sickle/Thal"
"RDW","RDW"
"RENN","Renin"
"RESI","Resistin"
"RETA","Abs Retic Count"
"RETP","Reticulocyte Percent"
"RF","Rheum Factor"
"RFX","Previous RF"
"RHX","% L-Rhamnose excreted"
"RHX1","% L-Rhamnose excreted(5hr)"
"RICO","VW RICOF"
"RISD","Risperidone Dose"
"RISX","Risperidone (plasma)"
"RITO","Ritonavir"
"RNP","Anti RNP antibodies"
"RO","Anti Ro SSA antibodies"
"RONO","Ro 02-0683 Number"
"RPCN","Reptilase Time (Control)"
"RPCV","Rcf PCV"
"RPNH","Red cell PNH clone"
"RPSC","Reptilase Time (Test)"
"RRBC","Reticulocyte RBC"
"RSIF","Risperidone Formulation"
"RSPD","Risperidone"
"RUCO","Random Urine Cortisol"
"RUMV","Rubella virus IgM value"
"RUPH","Urine pH"
"RVOL","Urine Volume"
"RX1","g6, w6, w9, w21, t3"
"RX2","d2, e1, e3, e5, m6"
"RX3","g2, g5, g17, w1, w9, w10"
"RX4","g2, g5, g11, w1, w6, w9"
"RX5","d1, e1, m3, i6"
"RX6","t3, g6, w6, m2, m6"
"RX7","d1, e1, e3,e5, e82"
"RZFP","RBC Zinc Protoporphyrin"
"S1","Serotype 1"
"S100","S100"
"S14","Serotype 14"
"S18C","Serotype 18C"
"S18H","Serum 18-Hydroxycortisol"
"S19F","Serotype 19F"
"S23F","Serotype 23F"
"S4","Serotype 4"
"S5","Serotype 5"
"S6B","Serotype 6B"
"S7F","Serotype 7F"
"S9V","Serotype 9V"
"SAL","Salicylate"
"SAM1","Sample Type"
"SAM2","Sample Type"
"SAMQ","Sample Quality"
"SAMY","Serum Salivary Amylase"
"SAPE","SAP Expression"
"SAQU","Saquinavir"
"SAVE","Save sample"
"SBA","Serum Bile Acids"
"SBCR","Urine Antimony/Creat Ratio"
"SBPT","Small Bowel Permeability Test"
"SC1","Schilling Test Part1"
"SC2","Schilling Test Part2"
"SCH","Serum Chromium"
"SCHC","Schilling Comment"
"SCLI","Clinical details:"
"SCO","Serum Cobalt"
"SCOR","Salivary Cortisol"
"SCRP","Sensitive CRP"
"SE","Serum Selenium (MASS)"
"SECR","Urine Selenium/Creat ratio"
"SER","Sertraline"
"SFS","Stone Former Screen"
"SHBG","SHBG"
"SKAB","Anti Skin antibodies"
"SKLC","Serum Kappa Light Chains"
"SL70","Anti Scl-70 antibodies"
"SLA","Anti-SLA blot"
"SLLC","Serum Lambda Light Chains"
"SM","Anti Sm antibodies"
"SMN","Serum Manganese"
"SMOK","Smoker?"
"SNI","Serum Nickel"
"SOES","Salivary oestradiol"
"SOL","Sickle Solubility Test"
"SOMT","Somatostatin"
"SPIO","Serum/Plasma Iodine"
"SPLA","Serum/Plasma Lanthanum"
"SPRO","Salivary progesterone"
"SPYR","Blood Pyruvate"
"SRCR","Urine Strontium/Creat Ratio"
"SRNP","Anti Sm/RNP antibodies"
"SSE","Serum Selenium (SI)"
"SSR","Serum Strontium"
"STCO","Steroid Comment:"
"STFR","Soluble Transferrin Receptor"
"STIX","Urinalysis Screen"
"STON","Renal Calculi"
"STR","Anti Striated Muscle Ab"
"STSU","Steroid Sulphatase"
"STUV","24h vol"
"STYP","Stone type:"
"SU","Sulphonylurea"
"SULD","Sulpiride Dose"
"SULI","Sulpiride"
"SULL","Sucrose/Lactulose(10hr)"
"SULX","Sulpiride (plasma)"
"SUX2","% Sucrose excreted(10hr)"
"SWCL","Sweat Chloride"
"SWEI","Calculus weight"
"SWTE","Sweat Test"
"SWWT","Sweat Weight"
"TAMY","Serum Total Amylase"
"TBIH","T Cells/Some B Cells"
"TC1","Transcobalamin 1"
"TC2","Transcobalamin 2"
"TC3","Transcobalamin 3"
"TCA","Tricyclic Antidepressants"
"TCE","TCEL CDM trigger test"
"TCLN","T cell Clonality"
"TCOB","Transcobalamins"
"TCU","Tissue Copper"
"TDNC","Comment"
"TDNH","Molecular Thrombophilia"
"TDT","TdT"
"TDW","Tissue Dry Weight"
"TEST","Testosterone"
"TET","Anti Tetanus Toxoid Ab IgG"
"TFE","Tissue Iron"
"TFEC","TIBC Result"
"TGF1","Transforming growth factor B-1"
"TGF2","Transforming growth factor B-2"
"THB","Total Hb (Coox)"
"THBS","Thyroid Blood Spot"
"THCI","Cannabis"
"THCN","Cannabis (numeric)"
"THCR","Urine Thallium/Creat ratio"
"THEO","Theophylline"
"THG","Thyroglobulin"
"THIO","Thiopental"
"THR","Tot/Hdl Chol Ratio"
"THYG","ATG/THG profile"
"TIB1","Total Iron Binding Capacity"
"TICF","Tissue Copper/Iron"
"TIM","Time"
"TIMP","T.Inhib. Metalloproteinases-1"
"TIPR","Tipranavir"
"TITR","Anti Nuclear antibodies titre"
"TLC","Thin Layer Chromatography"
"TMA","Tri-Methylamine (TMA)"
"TMAO","Tri-Methylamine-N-Oxide"
"TMAR","TMA/TMA-N-Oxide Ratio"
"TMKH","T Cell Markers"
"TNF","TNF alpha"
"TNFA","TNFa"
"TNFH","TNF alpha high sensitivity"
"TNFR","TNF receptor 1"
"TOB","Tobramycin (Random)"
"TOBP","Tobramycin (Peak)"
"TOBT","Tobramycin (Trough)"
"TOPI","Topiramate"
"TORG","Transplanted organ:"
"TOTA","Total Haemoglobin A%"
"TP","Total Protein"
"TPIA","TPI assay"
"TPMT","Thiopurine Methyl Transferase"
"TPO","Anti Thyroid Peroxidase Ab"
"TPO1","Total Porphyrin"
"TPOR","Total Porphyrin"
"TPS","Total Protein S"
"TRAP","Tartrate-resistant A.Phos."
"TRAZ","Trazadone"
"TRIG","Triglycerides"
"TRMP","Trimipramine"
"TROP","Troponin I"
"TRUC","Trucount WBC"
"TRYM","Trypanosomes"
"TRYP","Tryptase"
"TS01","TSH 0 mins"
"TS02","TSH 20 mins"
"TS03","TSH 60 mins"
"TSDD","Time since last dose"
"TSH","TSH"
"TSHD","TSH"
"TSHR","Anti Thyr Stim Hormone Recp Ab"
"TSTB","T-Spot TB"
"TTCN","Thrombin Time (Control)"
"TTG","Tissue transglutaminase Abs"
"TTSC","Thrombin Time (Test)"
"TTYP","Tissue type:"
"TYP2","Type II PNH clone"
"TYP3","Type III PNH clone"
"TYRO","Tyrosinaemia Genetics"
"U18H","Urine 18-Hydroxycortisol"
"U6SU","Urine 6-Sulphatoxymelatonin"
"UAA","Urine Amino Acids"
"UALB","U Alb conc."
"UALE","Urine Alb excr."
"UAM","Urine Amylase"
"UAME","Urine Amylase excr."
"UASA","Urine Arsenic (assay)"
"UAST","24hr Urine Arsenic Excretion"
"UBA","Urine Bile Acids"
"UBBC","Total Unsat. Vit B12 Binding"
"UBEA","Urine Beryllium (assay)"
"UBG","Urine Urobilinogen"
"UBI1","Urine Bilirubin"
"UBIL","Urine Bilirubin"
"UBLD","Urine Blood"
"UBLO","Urine Blood"
"UCA","Urine Calcium"
"UCAE","Urine Calcium excr."
"UCDA","Urine Cadmium (assay)"
"UCDT","24hr Urine Cadmium Excretion"
"UCED","Urine creatinine excretion"
"UCHA","Urine Chromium (assay)"
"UCHR","Urine Sugar Chromatography"
"UCHT","24hr Urine Chromium Excretion"
"UCL","Urine Chloride"
"UCLE","Urine Chloride excr."
"UCO1","24hr Urine Cobalt Excretion"
"UCOA","Urine Cobalt (assay)"
"UCOR","Urine Cortisol (assay)"
"UCOT","24hr Urine Cortisol Excretion"
"UCPA","Urine Cu post penicillamine"
"UCR","Urine Creatinine"
"UCR1","Random Urine Creatinine"
"UCR2","Urine Creatinine"
"UCR3","Random Urine Creatinine"
"UCR4","Random Urine Creatinine"
"UCR5","Random Urine Creatinine"
"UCRD","Urine creatinine"
"UCRE","Urine Creatinine excr."
"UCUA","Urine Copper (assay)"
"UCUT","24hr Urine Copper Excretion"
"UDS","Urine Drug Screen"
"UDSC","Urine Creatinine"
"UEP","Urine Electrophoresis"
"UFEA","Urine Iron (assay)"
"UFET","24hr Urine Iron Excretion"
"UFL","Random Urine Fluoride"
"UGL1","Urine Glucose"
"UGLU","Urine Glucose"
"UGT1","--UGT1A (TA)n Allele 1"
"UGT2","--UGT1A (TA)n Allele 2"
"UGTA","UGT1 promoter repeat"
"UHGA","Urine Mercury (assay)"
"UHGT","24hr Urine Mercury Excretion"
"UIOA","Urine Iodine (assay)"
"UIOT","24hr Urine Iodine Excretion"
"UK","Urine Potassium"
"UKE","Urine Potassium excr."
"UKE1","Urine Ketones"
"UKET","Urine Ketones"
"ULAA","Urine Lanthanum"
"ULAT","24hr Urine Lanthanum Excretion"
"ULIA","Urine Lithium (assay)"
"UME","Urine Metadrenaline"
"UMET","Urine Metanephrines"
"UMG","Urine Magnesium"
"UMGE","Urine Magnesium excr."
"UMNA","Urine Manganese (assay)"
"UMNT","24hr Urine Manganese Excretion"
"UN2","Urine Nitrite"
"UNA","Urine Sodium"
"UNAE","Urine Sodium excr."
"UNI","Urine Nitrite"
"UNIA","Urine Nickel (assay)"
"UNIT","24hr Urine Nickel Excretion"
"UOA","Urine Organic Acids"
"UOSM","Urine Osmolality"
"UOX","Urine Oxalate"
"UOXT","24hr Urine Oxalate Exc."
"UPBA","Urine Lead (assay)"
"UPBT","24hr Urine Lead Excretion"
"UPED","Urine protein excretion"
"UPHE","Urine Phosphate excr."
"UPHO","Urine Phosphate"
"UPR1","Urine Protein"
"UPR2","Urine Protein"
"UPRD","Urine protein"
"UPRE","U Total Prot excr"
"UPRO","Urine protein"
"URAT","Urate"
"URE","Urea"
"URED","Urea"
"UREP","Urea (post dial)"
"URR","URR"
"URSU","Urine Sulphite"
"USBA","Urine Antimony (assay)"
"USBT","24hr Urine Antimony Excretion"
"USEA","Urine Selenium (assay)"
"USP","Urine Steroid Profile"
"USRA","Urine Strontium (assay)"
"USRT","24hr Urine Strontium Excretion"
"USUG","Urine Reducing Substances"
"UTHA","Urine Thallium (assay)"
"UTMA","Urine Tri-Methylamine"
"UUA","Urine Urate"
"UUAE","Urine urate excr."
"UUED","Urine urea excretion"
"UUR","Urine Urea"
"UURD","Urine urea"
"UURE","Urine Urea excr."
"UVOL","Urine Volume"
"UWB2","Urine Leucocytes"
"UWBC","Urine Leucocytes"
"UZNA","Urine Zinc (assay)"
"UZNT","24hr Urine Zinc  Excretion"
"VALP","Valproate"
"VAN","Vancomycin (Random)"
"VANP","Vancomycin (Peak)"
"VANT","Vancomycin (Trough)"
"VAR","Haemoglobin Variant %"
"VB1","Vitamin B1"
"VB2","Vitamin B2"
"VB6","Vitamin B6"
"VCAM","Vascular cell adhesion mol."
"VCO2","pCO2 (venous)"
"VEGF","Vascular endothelial G.F."
"VENL","Venlafaxine"
"VFAG","Fetal VWF Antigen"
"VGCC","Anti Voltage Gated Ca Chan Ab"
"VGKC","Anti Voltage Gated K Chan Ab"
"VHCO","Bicarbonate (venous)"
"VHI","H+ (venous)"
"VI34","CD34+ cells viable"
"VI45","CD45+ cells viable"
"VIAH","Cell viability"
"VIC3","CD3+ cells viable"
"VIGA","Vigabatrin"
"VIP","VIP"
"VITA","Vitamin A"
"VITD","Vitamin D"
"VITE","Vitamin E"
"VITK","Vitamin K1 (Non fasting)"
"VL","Factor V Leiden"
"VL2","Factor V Leiden Duplicate"
"VLC","Factor V Leiden Confirm"
"VLFA","Very Long Chain Fatty Acids"
"VN2B","VN/Reopro"
"VNAS","VN/Aspirin"
"VNP2","VN/Clopidogrel"
"VOL","Urine Volume"
