name,code
Dupixent,13087301000001106
Dupromex,9269601000001102
Duragel,9269701000001107
DuraLock-C,232931000001109
Durogesic,9269801000001103
Durogesic DTrans,9269901000001109
Durolane,9570701000001102
Dutonin,9270001000001108
Dutor,13290001000001100
Dutrozen,226691000001101
Duvimex,9270101000001109
Dyazide,9270201000001102
Dyloject,9562901000001109
Dymista,11707301000001102
Dymotil,9270301000001106
Dynamin,9270401000001103
Dynamin XL,9270501000001104
Dynastat,9270601000001100
Dynepo,9270701000001105
Dypracet,11373901000001100
Dysman,9270801000001101
Dyspamet,9270901000001107
Dysport,9271001000001103
Dytac,9271101000001102
Dytide,9271201000001109
Dyzantil,231031000001104
E-B2,11466901000001107
E-Caps,11081701000001109
E-D3,11376801000001101
E-Tabs,11467301000001109
E-Z-CAT,9679301000001104
E-Z-HD,9668901000001103
E-Z-Paque,9685301000001107
E45,9681301000001105
E45 Derma Protect,12789601000001102
E45 Dry Scalp,9656401000001102
E45 Eczema Repair,13117601000001108
E45 emollient bath,9687501000001105
E45 emollient shower,9651901000001100
E45 emollient wash,9656501000001103
E45 Foot & Heel,9687601000001109
E45 Intense Recovery,11372201000001103
E45 Itch Relief,9656601000001104
E45 Junior,9661001000001109
E45 Lipcare,9681401000001102
E45 Nourish & Restore,11980001000001109
E45 Sun Aftersun,9681501000001103
E45 Sun moisturising,9681601000001104
E45 Sun reflective,9687701000001104
E45 Touchably Smooth,11979901000001108
EarCalm,9271301000001100
Earex,9271401000001108
Earex Plus,9271501000001107
Earol,9661101000001105
Easiphen,9681701000001109
Easyhaler (beclometasone),12755901000001102
Easyhaler (budesonide),12756001000001106
Easyhaler (formoterol),12756201000001100
Easyhaler (salbutamol),12756101000001107
easySEPT,9666101000001100
Ebesque XL,12218201000001102
Ebetrex,11083001000001108
Ebilfumin,231331000001102
Ebixa,9271601000001106
Ebretin,9271701000001101
Ecalta,9671201000001107
Eccoxolac,9271801000001105
Echinaforce,11080701000001100
Echovist,9271901000001104
Eciferol,11469301000001103
Econac,9272001000001107
Econac SR,9272101000001108
Econac XL,9272201000001101
Econacort,9272301000001105
Ecopace,9272401000001102
Ecostatin,9272501000001103
Ecostatin Twin,9671301000001103
Eczmol,10543701000001109
Edarbi,11373201000001105
Edicil MR,10102001000001101
Edronax,9272601000001104
Edurant,11080901000001103
Efalith,9272701000001109
Efamarine,12646501000001107
Efanatal,9272801000001100
Efcortelan,9272901000001106
Efcortesol,9273001000001102
Efexor,9273101000001101
Efexor XL,9273201000001108
Effentora,9904501000001103
Effercitrate,9273301000001104
Effico,9273401000001107
Efflosomyl XL,11471501000001104
Efient,10102901000001102
Efmody,163841000001109
Efracea,10112301000001100
Efudix,9273501000001106
Eklira,11377101000001107
Elantan,9273601000001105
Elantan LA,9273701000001100
Elaprase,9273801000001109
Eldepryl,9273901000001103
Eldisine,9274001000001100
Eldoquin,9274101000001104
EleCare,51831000001100
Electrolade,9656701000001109
Elemental 028,9671401000001106
Elemental 028 Extra,9652001000001108
Elevin,10714901000001100
Elidel,9274201000001106
Eliquis,11074901000001104
Ellanite,13031501000001102
Ellaone,10365901000001101
Elleste Duet,9274301000001102
Elleste Duet Conti,10104401000001103
Elleste Solo,9274401000001105
Elleste Solo MX,9274501000001109
Ellimans,9274601000001108
Elmino,11712401000001109
Elmiron,9274701000001103
Elocon,9274801000001107
Elocta,12639001000001109
eloHaes,9404001000001109
ELOINE,12608301000001105
Elonva,10547601000001108
Eloxatin,9274901000001101
Elstabya,655371000001103
Eltroxin,9275001000001101
Eluden,12219901000001103
Eludril,9750401000001105
Elvanse,11707401000001105
Elyzol,9275101000001100
Emadine,9275201000001107
Emblon,9275301000001103
Emcor,9275401000001106
Emcozin,13127401000001102
Emcrem,12872401000001102
Emelpin,12454801000001102
Emend,9275501000001105
Emerade,11976401000001107
Emerres,12472901000001101
Emeside,9275601000001109
Emflex,9275701000001104
Emgality,10631000001102
Emla,9275801000001108
Emollin,9681801000001100
Emozul,10551201000001103
Empliciti,12761401000001103
Emselex,9275901000001102
Emsogen,9676301000001107
Emtriva,9276001000001106
Emtrix,13128901000001107
Emulfin,11971901000001109
Emulsiderm,9276101000001107
Emustil,11716201000001106
EN-CYS,11707501000001109
Enbrel,9276201000001100
Enbrel MyClic,10364401000001109
Endekay,9276301000001109
Endoxana,9276401000001101
Endurance,9656801000001100
Endurance Gentamicin,9681901000001106
EnergieShake,11979501000001100
EnergieShake Advance,12612801000001100
EnergieShake Complete,12472001000001100
EnergieShake Jr Complete,12872101000001108
Energivit,9661201000001103
Enerzair Breezhaler,232191000001108
Enfamil AR,9676401000001104
Enfamil O-Lac,9676501000001100
Engerix B,9276501000001102
Enhertu,92321000001109
Enlive,9661301000001107
Enmix Plus,9656901000001106
Eno,9276601000001103
Enopen,11972001000001101
Enprin,9276701000001108
Enrich,9671501000001105
Enshake,9687801000001108
Enstar SR,10551601000001101
Enstar XL,10551501000001100
Enstilar,12753401000001107
Ensure,9657001000001105
Ensure Compact,11977301000001101
Ensure Plus,9682001000001103
Ensure Plus Advance,12090601000001105
Ensure Plus Commence,9671601000001109
Ensure Plus Fibre,9657101000001106
Ensure Plus Juce,9682101000001102
Ensure Plus milkshake style,9687901000001102
Ensure Plus savoury,9688001000001100
Ensure Plus yoghurt style,9671701000001104
Ensure TwoCal,9897201000001100
EnteroGuard,11980401000001104
Entocort,9276801000001104
Entocort CR,9276901000001105
Entonox,9663501000001101
Entresto,12641101000001107
Entrocalm,9277001000001109
Entrocalm Heartburn and Indigestion Relief,9690101000001100
Entrocalm Replace,9678901000001107
Entrolax,9277101000001105
Entyvio,12093801000001101
Envarsus,12454901000001108
Enyglid,10981001000001106
Enzira,9277201000001103
Epaderm,9277301000001107
Epaderm Junior,13279601000001109
Epanutin (Phenytoin sodium),9903401000001100
Epanutin (Phenytoin),9903301000001108
Epaxal,9277501000001100
Epclusa,12865601000001100
Eperzan,12635001000001107
Epesri,154931000001103
Ephynal,9277601000001101
Epidiolex,13280501000001105
Epiduo,10547801000001107
Epidyolex,114881000001100
Epiglu,9679101000001101
Epilim,9277801000001102
Epilim Chrono,9277901000001108
Epilim Chronosphere MR,9741001000001107
Epimax excetra,13087601000001100
Epimax intensive cream,93221000001106
Epimax isomol,12629001000001107
Epimax moisturising cream,93791000001102
Epimaz,9278101000001106
Epimaz Retard,9278201000001104
EpiPen,9277701000001106
Episenta,9278301000001108
Epistatus,13043301000001106
Epival CR,9278401000001100
Epivir,9278501000001101
Eplaid,624641000001100
Eporatio,10542201000001108
Eposin,9278601000001102
Eppinix XL,12460801000001104
Eppy,9278701000001107
Eprex,9278801000001103
Eptadone,9278901000001109
Equanox,9674201000001109
Equasym,9279001000001104
Equasym XL,9279101000001103
Equilon,9279201000001105
Equilon Herbal,9279301000001101
Erastig,11714401000001101
Erbitux,9279401000001109
Erdotin,9279501000001108
Erelzi,13058401000001108
Ergoral,11475401000001100
Erivedge,11972101000001100
Erleada,13287901000001101
Erlibelle,12094001000001105
Eroset,13057401000001109
Ervevax,9279701000001102
Erwinase,9279801000001106
Eryacne,9279901000001100
Erymax,9280001000001104
Erysidoron,9663701000001107
Erythrocin,9280101000001103
Erythrocin IV,9659001000001100
Erythrolar,10551301000001107
Erythroped,9280201000001105
Erythroped A,9280401000001109
Esbriet,11711501000001104
Eskamel,9280501000001108
Esmeron,9280601000001107
Esmya,11371901000001101
Esperoct,227171000001105
Espranor,12865301000001106
EssCarb,13128401000001103
Estracombi TTS,9663801000001103
Estracyt,9280701000001102
Estraderm MX,9280801000001106
Estraderm TTS,9280901000001100
Estradot,9281001000001109
Estragest,9281101000001105
Estrapak,9655101000001101
Estring,9281201000001103
Ethibide XL,9893301000001101
Ethimil MR,9281301000001107
Ethyol,9281401000001104
Etolyn,12857101000001108
Etopan XL,9281501000001100
Etopophos,9281601000001101
Etrivex,9465301000001107
Eucardic,9453801000001108
Eucerin,11710201000001109
Eucerin Acute,13129701000001100
Eucerin Anti-Redness,11972401000001106
Eucerin ATOControl,11975001000001107
Eucreas,9660801000001106
Eudemine,9497701000001101
Euflexxa,9674301000001100
Euglucon,9497801000001105
Eugynon 30,9692201000001108
Eugynon 50,9687301000001103
Eumobase,9534401000001100
Eumocream,9685101000001105
Eumon XL,10368101000001105
Eumovate,9465401000001104
Eurartesim,11376401000001103
Eurax,9534501000001101
Eurax Hc,9475001000001102
Eurax Hydrocortisone,9534601000001102
Evacal D3,11972801000001108
Evenity,133331000001101
Everose,10975901000001104
EveryDay-D,13056701000001100
Evicel,10713201000001107
Eviplera,11375201000001109
Evirex,12738001000001109
Evista,9497901000001104
Evoltra,9498001000001102
Evolve Carmellose Dual,71781000001105
Evolve Revive,227231000001102
Evorel,9668801000001109
Evorel Conti,9534701000001107
Evorel Pak,9685201000001103
Evorel Sequi,9679201000001108
Evotaz,12610401000001103
EvoTears,227471000001104
Evotrox,9521401000001100
Evoxil,11071101000001100
Evra,9475101000001101
Evrenzo,174281000001108
Evrysdi,94291000001106
Evusheld,553131000001109
Ex-Lax Senna,9574601000001104
Exe-Cort Hydrocortisone,9486201000001108
Exelderm,9498101000001101
Exelon,9486301000001104
Exembol,11470701000001101
Exforge,9577301000001100
Exjade,9498201000001108
Exkivity,348191000001100
Exmabase,13094501000001109
Exmaben,13094601000001108
Exmalatum,13094901000001101
ExmaQS,13095001000001101
Exocin,9465501000001100
ExoCream,12647501000001109
Exorex,9580101000001109
Exorex Hair and Body,9581601000001106
Exorex moisturising,10542001000001102
Exorex scalp moisture,10542101000001101
Exosurf Neonatal,9498301000001104
Exparel,174971000001104
Expulin Dry Cough,9577901000001104
Extavia,10105201000001101
Exterol,9509301000001100
Extraneal,9690201000001107
Exubera,9498401000001107
Exviera,12454501000001100
Eycrom,72591000001109
Eydelto,13034601000001101
Eye q,9659101000001104
Eyeaze,154731000001101
Eyefill C.,226931000001108
Eyefill H.D.,226971000001105
Eyefill S.C.,226891000001100
eyenite,153631000001107
Eyezin (sodium hyaluronate),92171000001105
eyezin (zinc hyaluronate),12229401000001100
Eyflox,231791000001100
Eykappo,13082501000001102
Eylamdo,13034501000001100
Eylea,11476201000001106
Eyreida,13097801000001102
Eysano,13035301000001106
Eytazox,12088101000001100
Eythalm,13118801000001106
Eyzeetan,116171000001102
Ezetrol,9498501000001106
Ezinelle,12857201000001101
F2H,11471901000001107
Fabrazyme,9498601000001105
Fam-Lax Phenolphthalein,9577001000001103
Fampyra,11073501000001109
Famvir,9475201000001108
Fanhdi,9465601000001101
Fansidar,9465701000001106
Faramsil,11083101000001109
Fareston,9509401000001108
"Farley's Premcare",9581701000001101
"Farley's Soya",9669001000001108
Farlutal,9685401000001104
Farydak,12734901000001100
Fasenra,13114101000001105
Fasigyn,9498701000001100
Faslodex,9486401000001107
Fasturtec,9509501000001107
Fate,9663901000001109
Faverin,9486501000001106
Feanolla,12094101000001106
Febzin XL,11477801000001109
Fedril Expectorant,9679401000001107
Fedril Night Cold and Flu,10373701000001108
Fedril Paediatric,9679501000001106
Fefol Spansules,9486601000001105
FEIBA,9579201000001102
Feldene,9486701000001100
Feldene Melt,9498801000001109
Felicium,9521501000001101
Felogen XL,9486901000001103
Felotens XL,9509701000001101
Femapak,9690301000001103
Femara,9487001000001104
Fematrix,9669101000001109
Feminax,9581801000001105
Feminax Express,10550001000001104
Feminax Period Pain,9579301000001106
Feminax Ultra,10108101000001102
Femmeherb,9679601000001105
Femmeherb cystaid,9664001000001107
Femmeherb slim aid,9679701000001100
Femmeherb sweet dreams,9659201000001106
Femodene,9534801000001103
Femodene ED,9674401000001108
Femodette,9534901000001109
Femoston 1/10,9674501000001107
Femoston 2/10,9655201000001108
Femoston 2/20,9750501000001109
Femoston-conti,9453901000001102
FemSeven,9509801000001105
FemSeven Conti,9499001000001108
FemSeven Sequi,9659301000001102
FemSeven Sequi Phase 1,9487101000001103
FemSeven Sequi Phase 2,9475301000001104
FemTab,9509901000001104
FemTab Continuous,9499101000001109
FemTab Sequi,10104101000001109
Femulen,9535001000001109
Fenactol,9475401000001107
Fenactol Retard,9487201000001105
Fenactol SR,9535101000001105
Fenbid,9454001000001104
Fenbid Spansules,9535201000001103
Fencino,11073601000001108
Fendrix,9465801000001102
Fenhuma,378971000001101
Fenistil,9578001000001102
Fennings,92671000001102
Fenogal,9465901000001108
Fenoket,9499201000001102
Fenopron,9535301000001107
Fenox,9475501000001106
Fenpaed,9466001000001104
Fentalis,9655301000001104
Fentazin,9454101000001103
Feospan Spansules,9535401000001104
Feprapax,9475601000001105
Feraccru,12753301000001104
Ferfolic SV,9510001000001105
Ferinject,9737701000001103
Fermathron,9664101000001108
Ferriprox,9510101000001106
FerroDose-F,230281000001101
FerroDose-G,230291000001104
FerroDose-S,230331000001109
FerroEss,13127501000001103
Ferrograd,9466101000001103
Ferrograd C,9510201000001104
Ferrograd Folic,9454201000001105
FerroNorm,225831000001105
FerroTab,229431000001109
Fersaday,9510301000001108
Fersamal,9499301000001106
Fetcroja,230981000001107
Feverfen,9574701000001109
Fiasp,13017301000001108
Fiasp FlexTouch,13017101000001106
Fiasp Penfill,13017201000001104
FibCLOT,13030301000001103
Fibrazate XL,9521601000001102
Fibrelief,9510401000001100
Fibro-Vein,9499501000001104
Fibrogammin P,9499401000001103
Fibryga,226371000001106
Fifty:50,11079001000001102
Filair,9454301000001101
Filnarine SR,9454401000001109
Finacea,9466201000001105
Finomel,231531000001108
Finomel Peri,231831000001105
Fintepla,94031000001103
Firazyr,9907601000001106
Firdapse,10709101000001104
Firmagon,10372901000001102
Fixapost,13284201000001103
Fixkoh Airmaster,92771000001109
Flagyl,9466301000001101
Flagyl Compak,9679801000001109
Flagyl-S,9475801000001109
Flamatak MR,9487301000001101
Flamazine,9454501000001108
Flamigel RT,13129001000001102
Flammacerium,9454601000001107
Flamrase EC,9499601000001100
Flamrase SR,9510501000001101
Flarin,13083001000001101
FlavourPac,9510601000001102
Flaxedil,9475901000001103
Flebogamma,9487401000001109
Flebogamma DIF,10365701000001103
Flectone XL,11708501000001108
Flector Tissugel,13130501000001100
Fleet Phospho-soda,9578101000001101
Fleet Ready-to-use,9576001000001101
Fletchers Arachis,9575301000001109
Fletchers Enemette,9580201000001102
Fletchers phosphate,9580301000001106
Flexbumin,10108301000001100
Flexi-melt,10711801000001109
Flexin Continus,9535501000001100
Flexiseq,11981801000001106
Flexitol,9655401000001107
Flexotard MR,9510701000001107
Flixabi,12808201000001109
Flixonase,9476001000001107
Flixotide,9476101000001108
Flixotide Accuhaler,9521701000001107
Flixotide Diskhaler,9487501000001108
Flixotide Evohaler,9521801000001103
Flixotide Nebules,9454701000001102
Flolan,9454801000001106
Flomax MR,9466401000001109
Flomaxtra XL,9499701000001105
Florinef,9499801000001101
Flotros,10367901000001107
Floxapen,9535601000001101
Fluad,13082801000001104
Fluad Tetra,230831000001101
Fluanxol,9487601000001107
Fluarix,9535701000001106
Fluarix Tetra,11717301000001104
Flucelvax Tetra,13280601000001109
Fluclomix,9535801000001102
Fludara,9476201000001101
Fluenz,11080601000001105
Fluenz Tetra,12219701000001100
FluMist Quadrivalent,12628501000001105
Fluomizin,12753101000001101
Fluor-a-day,9521901000001109
Fluorets,9535901000001108
Fluoritop HF,430381000001107
Fluoritop LF,430391000001109
Fluoroplex,9487701000001102
Flutiform,11468001000001107
Flutiform K-haler,13272801000001102
Fluvirin,9454901000001100
FML Liquifilm,9522001000001101
Fobumix Easyhaler,13083801000001108
Focus Aqua,9679901000001103
Focus AQuify,9655501000001106
Folicare,9455001000001100
Folpik XL,9509601000001106
Fomicyt,12095401000001104
Foodlink Complete,9690401000001106
Foodlink Extra,450671000001103
Foodlink Smoothie,450681000001101
Foradil,9476301000001105
Foraven XL,10106001000001102
Forceval,9455101000001104
Forceval Junior,9455201000001106
Forceval Protein,9499901000001107
Formance,9690501000001105
Formula VM-Prime,10547901000001101
Formula VM2000,9674601000001106
Formula VM75,10542401000001107
Forsteo,9476401000001102
Fortacin,13079701000001109
Forticare,9659401000001105
Forticreme,9659501000001109
Forticreme Complete dessert,9690601000001109
Fortifresh,9664201000001101
Fortijuce,9680001000001102
Fortimel,9674701000001101
Fortini,9685601000001101
Fortini Compact Multi Fibre,12911801000001109
Fortini Creamy Fruit Multi Fibre,12090701000001100
Fortini Multi Fibre,9669201000001102
Fortini Smoothie Multi Fibre,10710901000001106
Fortipine LA,9500001000001107
Fortisip,9685701000001106
Fortisip 2kcal,12752201000001101
Fortisip Compact,10370301000001102
Fortisip Compact Fibre,10977801000001104
Fortisip Compact Protein,11375301000001100
Fortisip Extra,9659601000001108
Fortisip Multi Fibre,9674801000001105
Fortisip Protein,9664301000001105
Fortisip Range,9685801000001102
Fortisip Savoury Multi Fibre,9669301000001106
Fortisip Yogurt Style,9690701000001104
Fortovase,9500101000001108
Fortral,9536001000001104
Fortum,9522101000001100
Forxiga,11475501000001101
Fosachew (Glucosamine hydrochloride / Chondroitin),11077601000001104
Fosachew (Glucosamine hydrochloride),11076701000001106
Fosamax,9476501000001103
Fosavance,9500201000001101
Fosaveg,11076901000001108
Foscan,9536101000001103
Foscavir,9466601000001107
Fosrenol,9455301000001102
Fostair,9690801000001108
Fostair NEXThaler,12218001000001108
Fostimon,9510801000001103
Fotivda,13095901000001102
Frador,9579401000001103
Fragador,9680201000001108
Fragmin,9487801000001106
Franol,9466701000001102
Franol Plus,9522201000001107
Frebini Energy,9685901000001108
Frebini Energy Fibre,9686001000001104
Frebini Original,9659701000001103
Frebini Original Fibre,9686101000001103
Freederm,9500301000001105
Fresubin 1000,9664401000001102
Fresubin 1200,9690901000001102
Fresubin 1500,10366401000001100
Fresubin 1800,10366201000001104
Fresubin 2250,9901001000001109
Fresubin 2kcal,9686201000001105
Fresubin 2kcal Creme,12458301000001101
Fresubin 2kcal Fibre,9674901000001104
Fresubin 3.2kcal,13108901000001103
Fresubin 5kcal,10712701000001108
Fresubin Creme,10101201000001104
Fresubin Dessert Fruit,13129601000001105
Fresubin Energy,9675001000001104
Fresubin Energy Fibre,9669401000001103
Fresubin HP Energy,9664501000001103
Fresubin HP Energy Fibre,12629401000001102
Fresubin Jucy,11467401000001101
Fresubin Original,9659801000001107
Fresubin Original Fibre,9691001000001106
Fresubin Powder Extra,11469801000001108
Fresubin Powder Fibre,225441000001100
Fresubin Protein Energy,9686301000001101
Fresubin Soya Fibre,9680301000001104
Fresubin Thickened,10540401000001106
Fresubin YOcreme,11075601000001107
Fresubin YoDrink,13048301000001102
Frisium,9522301000001103
Froben,9476601000001104
Froben SR,9522401000001106
Froop,9536201000001105
Froop Co,9476701000001109
Fru-Co,9476801000001100
FruitiVits,11375401000001108
Frumil,9455401000001105
Frusene,9487901000001100
Frusid,9510901000001109
Frusol,9511001000001100
FSC Waterfall,9664601000001104
FSME-Bulin,9455501000001109
FSME-Immun,9522501000001105
Fucibet,9488001000001103
Fucidin (Fusidic acid),9901901000001108
Fucidin (Sodium fusidate),9902001000001100
Fucidin H (Fusidic acid / Hydrocortisone),9901601000001101
Fucidin H (Hydrocortisone / Sodium fusidate),9901701000001106
Fucithalmic,9536401000001109
Full Marks (Cyclomethicone / Isopropyl myristate),9899601000001109
Full Marks (Phenothrin),9899701000001104
Fultium daily D3,12867801000001107
Fultium-D3,11083201000001102
Fungederm,9455701000001103
Fungilin,9455801000001107
Fungizone,9511201000001106
Furadantin,9466801000001106
Fusacomb Easyhaler,13118901000001100
Fuzatal XL,9680401000001107
Fuzeon,9455901000001101
Fybogel,9500401000001102
Fybogel Hi-Fibre,9751201000001104
Fybogel Mebeverine,9583801000001109
Fybozest,9466901000001100
Fycompa,11468901000001106
Fyremadel,13086601000001102
GA amino5,13281801000001104
GA explore5,31181000001108
GA gel,9659901000001101
GA1 Anamix Infant,10110101000001101
GA1 Anamix Junior,12761801000001101
GA1 Maxamaid,9628801000001100
GA1 Maxamum,10546801000001105
Gaalin,13272201000001103
Gabitril,9522801000001108
Gabup,12233601000001101
Gadovist,9488101000001102
Galactomin 17,9686401000001109
Galactomin 19,9691101000001107
Galafold,13057601000001107
Galake,9500501000001103
Galcodine,9536501000001108
Galebon,10541201000001100
Galenamet,9536601000001107
Galenamox,9536701000001102
Galenphol,9522901000001102
Galfer,9456001000001105
Galfer FA,9536801000001106
"Galloway's",9686501000001108
Galpamol,9467001000001101
Galpharm Constipation Relief,9674101000001102
Galprofen,9467101000001100
Galprofen Cold and Flu,9581901000001104
Galprofen Long Lasting,9578201000001108
Galprofen Migraine Relief,9580401000001103
Galpseud,9523001000001106
Galpseud Plus,9536901000001100
Galsud,9511401000001105
Galsud Decongestant,9660001000001104
Galsya XL,11072901000001109
Galvus,9686601000001107
Galzemic,13115301000001106
Galzemic XL,12086201000001106
Gam-O,12220001000001101
Gamanil,9456101000001106
Gammabulin,9537001000001101
Gammagard S/D,9523101000001107
Gammanorm,10708701000001108
Gammaplex,10545601000001100
Gamolen,12886001000001101
Gamophase,9488201000001109
Gamunex,11079601000001105
Ganda 1,9511501000001109
Ganda 3,9456201000001104
Ganfort,9488301000001100
Garamycin,9511601000001108
Gardasil,9488401000001108
Gardasil 9,12836501000001104
Gardenal Sodium,9488501000001107
Gastrobid Continus,9500601000001104
Gastrocote,9500701000001109
Gastroflux,9523201000001100
Gastrografin,9523301000001109
Gastromiro,9488601000001106
Gatalin XL,11472001000001104
Gavilast,9511701000001103
Gaviscon,9523401000001101
Gaviscon Advance,9467201000001107
Gaviscon Cool,9488701000001101
Gaviscon Double Action,9488801000001105
Gaviscon Extra Strength,9500801000001100
Gaviscon Infant,9488901000001104
Gaviscon Instants,11474401000001101
Gaviscon Liquid Relief,9511801000001107
Gavreto,450591000001100
Gazylan XL,12220101000001100
Gazyvaro,12217601000001104
Gedarel,10548301000001101
Gelaspan,11471001000001108
Gelcotar,9467301000001103
Gelofusine,9489001000001109
Geloplasma,11471101000001109
GeloSitin,11476401000001105
GelTears,9500901000001106
Gemzar,9537101000001100
Gencardia,9511901000001101
Gencebok,635181000001100
Gencydo,9669501000001104
Generaid,9691201000001100
Generaid Plus,9660101000001103
Genfura,12756501000001102
Genlev,13126101000001105
Genotropin,9523501000001102
Genotropin GoQuick,10713301000001103
Genotropin MiniQuick,9456301000001108
Gentafix 1,9669601000001100
Gentafix 3,9669701000001105
Genticin,9537201000001107
Gentisone HC,9489101000001105
Genvoya,12641201000001100
Gepan Instill,12617101000001105
Geref,9523601000001103
Germoloids,9537301000001103
Germoloids HC,9477001000001105
Gestone,9537401000001106
GHRH Ferring,9523701000001108
Ghryvelin,328181000001100
Giapreza,634881000001109
Gielism,12809401000001104
Gilenya,10975301000001100
Gina,502171000001107
Ginkyo,9897601000001103
Giotrif,11981001000001104
Giraxine,133281000001109
Givlaari,327871000001105
Glamin,9660201000001105
Glandosane,9655601000001105
Glau-Opt,9467401000001106
Glensoludex,13080301000001105
Gliadel,9523801000001104
Glibenese,9456401000001100
Glidipion,11975201000001101
Glimil,9537501000001105
Gliolan,11081301000001105
Glivec,9501001000001102
Glizofar,11083301000001106
GlucaGen Hypokit,9537601000001109
Glucerna,532791000001102
Gluchon-S,11710301000001100
Gluchonmax with Omega 3,10368201000001103
Glucient SR,10981501000001102
Glucobay,9501101000001101
GlucoBoost,11374401000001107
Glucodrate,12886201000001107
GlucoGel,9501201000001108
Glucophage,9523901000001105
Glucophage SR,9477101000001106
Glucorex SR,227981000001109
GlucoRx Torq,175271000001105
GlucOsamax Extra,10367701000001105
Glurenorm,9456501000001101
Glusartel,10546401000001108
GlutaminOx,10710101000001108
Glutarol,9477201000001104
Gly-Caps,11707601000001108
Glycerdex,10373101000001107
Glycophos,9524001000001108
Glycosade,9905001000001106
Glydex,13290401000001105
Glyformin,9512001000001109
Glykola,9575401000001101
Glypressin,9489201000001103
Glytactin BetterMilk,13285401000001103
Glytactin BetterMilk Lite,13285601000001100
Glytactin Build,13285701000001105
Glytactin Complete,13285801000001101
Glytactin Restore,13285901000001107
Glytactin Restore Lite,13286001000001103
Glytactin RTD,13286101000001102
Glytactin RTD Lite,231381000001103
Glytrin,9467501000001105
Glyxambi,10241000001107
Goddards,9749301000001109
Golden Eye (dibrompropamidine),12885701000001108
Golden Eye (propamidine),12885201000001100
Golden Eye Antibiotic,12885401000001101
Gonal-f,9456601000001102
Gonapeptyl Depot,9467601000001109
Gopten,9537701000001104
Gosa-S,11710401000001108
Gosachew (Glucosamine hydrochloride / Chondroitin),10976301000001106
Gosachew (Glucosamine hydrochloride),10976201000001102
Gosaveg (Glucosamine hydrochloride),11077701000001109
Graneodin,9456701000001107
Granocyte,9675101000001103
Granpidam,13086801000001103
Granupas,12219401000001107
Grazax,9655701000001100
Gregoderm,9467701000001104
Gregovite C,9537801000001108
Grepid,10365001000001100
Grisol,13108601000001105
Grisol AF,9489301000001107
Grisovin,9524101000001109
GSF-Syrup,9483501000001102
GTO Oil Module,11471201000001102
Guardium,10881000001102
Guarem,9477301000001108
Gygel,9680501000001106
Gynest,10369601000001106
Gyno-Daktarin,9477401000001100
Gyno-Pevaryl,9477501000001101
Gynol-II,9456801000001103
Gynoxin,10711301000001104
H Factors,9477601000001102
Hactos,9579501000001104
Haelan,9524201000001102
Haemaccel,9467801000001108
Haemate P,9477701000001107
Haemocomplettan P,9537901000001102
Haemoctin,12757901000001108
Haemonine,12756601000001103
Halaven,10977001000001106
Halciderm Topical,9456901000001109
Haldol,9467901000001102
Haldol decanoate,9489401000001104
Half Beta-Prograne,9501301000001104
Half Inderal LA,9538001000001100
Half Securon,9477801000001103
Half Sinemet CR,9489501000001100
Haliborange Halibonbons,9675201000001105
Haliborange Kids Vitamin D Calcium,13032901000001103
Haliborange Mr.Men Little Miss Calcium & Vitamin D,13032801000001109
"Haliborange Mr.Men Little Miss Vitamins A, C & D",13126801000001102
Haliborange Multivitamin,9675301000001101
Haliborange Multivitamins Plus Calcium & Iron,9669801000001101
Haliborange Vitamin C,9691301000001109
"Haliborange Vitamins A, C & D",9664801000001100
Halkid,13272401000001104
Halycitrol,9576101000001100
Hanixol,10931000001108
Hapoctasin,11976501000001106
Happinose,9580501000001104
Harmogen,9512101000001105
Harvoni,12230701000001101
Havrix,9680601000001105
Hay-Crom,9457001000001108
Hay-Rite Allergy,9575501000001102
Hayleve,9468001000001100
Haymine,9501401000001107
HBVAXPRO,9512201000001103
Hc45,9751101000001106
HCU Anamix Infant,10110301000001104
HCU Anamix Junior,12762101000001103
HCU Anamix Junior LQ,12762001000001104
HCU Cooler,9744201000001104
HCU explore5,31191000001105
HCU express,9477901000001109
HCU gel,9664901000001106
HCU Lophlex,233031000001100
HCU Lophlex LQ,11468101000001108
HCU Maxamaid,9633401000001107
HCU Maxamum,9636401000001101
HCU-LV,9660301000001101
HealthAid Osteoflex,10551901000001108
HealthAid Osteoflex & Omega 3,13034901000001108
HealthAid Osteoflex Fizzy,13035101000001109
HealthAid Osteoflex Plus,13035001000001108
Healthmarque,155291000001106
Healthy Feet,9582001000001107
Hedex,9478001000001106
Hedex Extra,9524301000001106
Hedex Ibuprofen,9457101000001109
Hedrin,9468101000001104
Hedrin Once,12637401000001109
HeliClear,9655801000001109
HeliMet,9655901000001103
Heliox21,155331000001101
Helixate NexGen,9524401000001103
Hemabate,9538101000001104
Heminevrin,9489601000001101
Hemlibra,13114201000001103
Hemocane,9501501000001106
Hemohes,9578301000001104
Hemolactol,12753801000001109
Hemosol B0,12754301000001102
Heparon Junior,10373501000001102
Hepatect CP,10708001000001106
Hepatyrix,9457201000001102
Hepcludex,634981000001104
Hepsal,9538201000001106
Hepsera,9538301000001102
Herbalache,9686701000001102
Herbalhypnos,9660401000001109
Herbaloa,9665001000001106
Herceptin,9512301000001107
Herpid,9478101000001107
Herzuma,13115201000001102
Hewletts,9578401000001107
Hexopal,9478201000001100
