"id","name","count"
1549,Quitapine,1
1614,Qvar 50mcg inhaler,9
1462,Rabeprazole,11
1089,Raloxifene Tablets,2
1569,Raltegravir,30
1090,Ramipril Tablets,3104
1091,Ranitidine Tabs/Inj,403
2065,Ranolazine,34
1741,Rasagiline,3
10037,ravulizumab (Ultomiris),2
10019,Relosorb XL,1
1393,Renapro,23
2050,Renapro 20g sachet ,4
2166,Renavit,2026
1095,Repaglinide Tablets,60
1653,Retacrit (Epoetin Zeta),1
2130,Revlimid,1
2270,Rezolsta (darunavir/cobicistat),5
1609,Ribavirin,2
1101,Riboflavin Tablets,1
1102,Rifabutin Capsules,4
1103,Rifampicin Tabs,134
1104,Rifater Tablets,2
2080,Rifaximin Tablets,10
1105,Rifinah Tablets,15
2234,Rigevidon ,1
2132,Rilpivirine Tablets,3
1482,Risedronate,20
1930,risendronate,2
1766,Risperidone Liquid,2
1763,Risperidone Tablets,41
1110,Risperidone Tablets/Depot Injection,1
1112,Ritonavir Capsules,33
1658,Ritonavir liquid,1
1113,Rituximab Injection,30
2091,Rivaroxaban,125
1114,Rivastigmine Capsules,2
10018,Rivastigmine patches,4
2183,Rizatriptan ,1
2252,Romiplostim Injections,4
1654,Ropinirole,6
1431,Rosuvastatin,198
1484,Rotigotine,2
2180,Ruxolitinib Tablets,2
2220,Sacubitril / Valsartan Tablets (Entrestro),19
1649,Salamol Easi-breathe,19
1121,Salbutamol Inhaler/Nebs,382
1122,Salbutamol Injection,1
1474,Saline Nebuliser,4
1126,Salmeterol Inhaler,12
2141,Sanatogen,1
1671,Sando-K,24
1357,Sando-Phosphate (effervescent Phosphate),17
1725,sando phosphate,4
1570,Sandocal-1000,10
1857,Saxagliptin,10
1131,Selegiline Tablets,1
2185,Selenium 200mcg,1
10036,semaglutide,94
1133,Senna Tablets,1428
1470,Septrin,29
1783,Seretide 250 Evohaler,18
1597,Seretide 50 Evohaler,1
1846,Seretide Accuhaler,11
1134,Seretide Inhaler,42
1443,Serevent,1
1865,serotide,1
1135,Sertraline Tablets,309
1136,Sevelamer Capsules,21
1845,Sevelamer carbonate,1795
1812,Sevelamer HCl (Renagel),240
1856,Sevikar 20/5 Tablets,30
1923,Sildenafil,50
1139,Sildenafil Tablets,31
2187,Simbrinza Eye Drops,2
1142,Simple Eye Ointment,1
1143,Simple Linctus,1
1144,Simvastatin Tablets,583
1967,Sinemet plus (Carbidopa + Levodopa),7
3063,Sirolimus (Rapamune),936
1146,Sirolimus Tablets,18
1555,Sitagliptin,176
2032,Sitagliptin 100mg od,2
1568,Slow K,1
1679,Slow Sodium,2
1396,Sodium Bicarbonate ,3503
1969,sodium bicarbonate ear drops,1
1155,Sodium Chloride M/R Tablets,7
1157,Sodium Clodronate Capsules,3
1158,Sodium Cromoglicate 2% Eye Drops,10
1159,Sodium Cromoglicate Spincaps,1
1683,Sodium Docusate,1151
1615,Sodium feredetate (Sytron),4
1161,Sodium Fusidate Tablets,1
2226,Sodium hyaluronate eye-drops 0.1% ,5
1171,Sodium Picosulfate Elixir,1
1173,Sodium Thiosulphate Injection,1
2172,Sodium Valproate,34
2096,Sodium valproate Liquid,1
1174,Sodium Valproate Tablets,30
2127,Sodium Vaproate Modified Release,2
3005,Sodium Zirconium Cyclosilicate,113
2148,Sofosbuvir Tablets,1
1175,Sofradex Eye/Ear Drops,1
1503,Solifenacin,135
1957,Solpadol,1
2159,Solvazinc tablets,2
1181,Sotalol Tablets,15
2014,Sotolol,5
2178,Spatone 100%,3
2137,Spiriva inhaler,15
1184,Spironolactone Tablets,426
1402,Stemetil,1
1194,Sucralfate Tablets,4
2276,Sucroferric oxyhydroxide (Velphoro) tablet,120
3024,Sukkarto SR,11
1195,Sulfadiazine Tablets,3
1196,Sulfasalazine Tablets/Suppositories,16
1198,Sulindac Tablets,1
1206,Sumatriptan Tablets,23
1493,Sunitinib,2
1210,Symbicort Turbohaler,67
3064,Tacrolimus (Adoport),14577
3065,Tacrolimus (Advagraf),1094
3066,Tacrolimus (Envarsus),338
3067,Tacrolimus (Medigraf),1
3068,Tacrolimus (Modigraf),28
3069,Tacrolimus (Prograf),1655
3070,Tacrolimus (Tacrobell),2
3071,Tacrolimus (Unknown),1522
3072,"Tacrolimus (Unknown, liquid)",12
1216,TACROLIMUS CAPSULES,32
1217,Tacrolimus Ointment,2
1586,Tacrolimus tablets,3
1218,Tadalafil Tablets,47
1220,Tamoxifen Tablets,26
1221,Tamsulosin Mr,616
2110,Tapentadol Tablets,19
1223,Tazocin Injection,4
1224,Teicoplanin Injection,16
1533,Telfast,2
1435,Telmisartan,92
1225,Temazepam Tablets,12
1509,Tenif,1
1227,Tenofovir Disoproxil Tablets,16
1573,Terazosin,6
1228,Terbinafine 1% Cream,1
1638,Terbinafine tablets,9
1229,Terbutaline Inh/Nebs,10
1230,Teriparatide Injection (Contact Ward Pharmacist fo,2
1233,Testosterone Gel,8
1234,Testosterone Implant,2
1235,Testosterone Patches,1
1236,Tetrabenazine Tablets,1
1238,Tetracaine(Amethocaine) 4% Gel (Ametop),1
1242,Thalidomide Capsules,6
3021,TheiCal-D3 Tablets,10
1247,Thiamine Tablets,122
1453,Thyroxine,209
1253,Tibolone Tablets,3
2068,Ticagrelor Tablets,33
1256,Ticlopidine Tablets,2
1838,Tildiem,7
1258,Timolol Eye Drops,17
2160,tinzaparin,124
1492,Tiotropium Bromide tablets,12
1263,Tiotropium Inhaler,42
2239,Tivicay ,1
1265,Tizanidine Tablets,2
2273,Tocilizumab Injection,3
1268,Tocopheryl Acetate Tablets,1
1270,Tolbutamide Tablets,16
1271,Tolterodine Tablets,24
1360,Tolvaptan,172
2208,Tolvaptan (Jinarc) Tablets,229
1272,Topiramate Tablets,7
1624,Torasemide,3
3012,Toujeo Insulin U300,7
2005,Tramadol,168
1274,Tramadol Capsules/Soluble Tablets and Injection Nb,1
1562,Trandolapril,3
1275,Tranexamic Acid Tablets,18
2135,Travoprost Eye Drops,7
1278,Trazodone Capsules,7
10005,Trelegy Ellipta inhaler,14
3007,Trimbow Inhaler,5
1290,Trimethoprim Tablets,29
1291,Trimipramine Tablets,3
1292,Trimovate Cream,1
1298,Trospium Tablets,4
2271,Truvada (tenofovir/emtricitabine) tablets,3
1299,Truvada Tablets,1
2265,Ultibro Breezhaler (Indacaterol and Glycopyrroniumm) Inhaler,7
2269,Umeclidinium (Incruse Ellipta) Inhaler,14
1574,Uniphyllin,11
1532,Unknown,2
1310,Ursodeoxycholic Acid Tablets,26
2106,Ustekinumab Injections,7
2268,Vadadustat Tablets,1
1311,Vagifem Pessaries,2
2026,Valacyclovir,5
2190,Valganciclovir Oral Solution,1
1312,Valganciclovir Tablets,474
1925,Valporate Semisodium,4
1714,valsartan,28
1313,Valsartan Capsules,12
2099,Valsartan/hydrochlorothiazide,1
1681,Vancomycin Capsules,2
1314,Vancomycin Capsules/Injection,212
1680,Vancomycin Injection,820
1666,Vardenafil ,5
1498,Varenicline,1
10016,vedolizumab,7
10000,Velphoro,20
1318,Venlafaxine Capsules,60
1834,venofer,43
1491,Ventolin inhaler,21
1319,Verapamil Tablets,29
1645,Viagra,14
2227,Vilanterol and fluticasone (Relvar Ellipta) inhaler 22/92mcg,15
2089,Vildagliptin Tablets,8
1328,Viscotears Eye Drops,3
2105,"Vitamin A, D Capsule",3
1330,Vitamin B Compound Strong Tablets,102
1331,Vitamin B Compound Tablets Bpc,12
2008,Vitamin B Strong Compound,34
1545,Vitamin B supplement,14
1505,Vitamin B12 injection,45
1528,Vitamin B12 iron,9
1544,Vitamin C supplement,17
2125,Vitamin D (colecalciferol),144
1546,Vitamin D (colecalciferol) and Calcium supplement,43
1448,Vitamin E,15
1332,Vitamins Capsules,4
1517,Voltarol,5
1333,Voriconazole Tablets/Infusion,4
2202,Vortioxetine,1
1334,Warfarin Tablets,327
1341,Xyloproct Ointment,1
2247,Zepatier (elbasvir/grazoprevir) tablets,2
2143,Zerocream,9
1343,Zidovudine Capsules,3
2225,Zinc sulfate monohydrate tablets,1
1647,Zoladex,6
1348,Zoledronic Acid Injection,1
1349,Zolpidem Tablets,12
10022,Zonisamide (Generic or Zonegran),1
1350,Zopiclone Tablets,98
2188,Zuclopenthixol Injection,1
1351,Zuclopenthixol Tablets,3
