"code","name","form_code","route_code","unit_dose_uom_code","unit_dose_form_size_uom_code","active_ingredient_strength_numerator_uom_code","virtual_therapeutic_moiety_code","atc_code"
"40591211000001107",Betamethasone 0.05% / Doxycycline 10% / Nystatin 2% powder for mouthwash sachets sugar free,"70409003","372473007","733013000","733013000","258685003","40588811000001101",n/a
"40585011000001104",Asciminib 40mg tablets,"421026006","26643006","428673006","428673006","258684004","40580211000001100",L01EA06
"40584911000001104",Asciminib 20mg tablets,"421026006","26643006","428673006","428673006","258684004","40580211000001100",L01EA06
"40573211000001102",Atorvastatin 20mg/5ml oral suspension sugar free,"385024007","26643006",,,"258684004","773455007",C10AA05
"40573311000001105",Carbon dioxide 10% / Oxygen 90%,"385217004","18679011000001101",,,"258773002","895545001",n/a
"40573411000001103",Carbon dioxide 20% / Oxygen 80%,"385217004","18679011000001101",,,"258773002","895545001",n/a
"40573511000001104",Dexamethasone 0.1% eye drops 0.3ml unit dose preservative free,"385124005","372472002","408102007","258773002","258684004","775499000",S01BA01
"40558111000001101",Ceftazidime 2mg/0.1ml solution for injection pre-filled syringes,"385219001","418401004","3318611000001103","258773002","258684004","775115003",J01DD02
"40548811000001105",Bevacizumab 5mg/0.2ml solution for injection pre-filled syringes,"385219001","418401004","3318611000001103","258773002","258684004","774850001",S01LA08
"40529311000001109",Colecalciferol 400units/drop oral drops sugar free,"385018001","26643006",,,"767525000","775366001",A11CC05
"40529211000001101",Amphotericin B 5micrograms/0.1ml intravitreal injection kit,"385219001","418401004","419179001","258773002","258685003","773378000",n/a
"40518211000001104",Atidarsagene autotemcel 2million-10million cells/ml dispersion for infusion bags,"1230184003","47625008","428672001","428672001",,"40518711000001106",A16AB21
"40388311000001108",Amivantamab 350mg/7ml solution for infusion vials,"385229008","47625008","415818006","258773002","258684004","1162898009",L01FX18
"40388411000001101",Ascorbic acid 1g effervescent tablets sugar free,"764780001","26643006","428673006","428673006","258682000","774644008",A11GA01
"40388511000001102",Colecalciferol 400unit / Calcium carbonate 1.5g chewable tablets sugar free,"66076007","26643006","428673006","428673006","767525000","774990002",A12AX
"40366211000001104",Calcipotriol 0.005% / Betamethasone dipropionate 0.05% cream,"421628006","448598008",,,"258685003","774840002",D05AX52
"40608811000001105",Docusate 100mg/5ml oral solution sugar free,"385023001","26643006","733015007","258773002","258684004","775672009",A06AA02
"40585211000001109",Eteplirsen 500mg/10ml solution for injection vials,"385219001","47625008","415818006","258773002","258684004","775853006",M09AX06
"40557211000001108",Generic Comirnaty COVID-19 mRNA Vaccine ready to use 30micrograms/0.3ml dose dispersion for injection multidose vials,"1230185002","78421000","3317411000001100","258773002","258685003","39330711000001103",n/a
"40558311000001104",Follitropin alfa 450units/0.72ml / Lutropin alfa 225units/0.72ml solution for injection pre-filled disposable devices,"385219001","34206005","3318611000001103","258773002","767525000","776025002",G03GA30
"40558211000001107",Fidaxomicin 40mg/ml oral suspension sugar free,"385024007","372454008",,,"258684004","775961002",A07AA12
"40520611000001105",Generic COVID-19 Vaccine Moderna (mRNA-1273.529) 50micrograms/0.25ml dose solution for injection multidose vials,"385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40529511000001103",Vancomycin 2mg/0.1ml intravitreal injection kit,"385219001","418401004","419179001","258773002","258684004","777914002",n/a
"40506711000001109",Generic COVID-19 Vaccine Sanofi (CoV2 preS dTM monovalent D614 [recombinant]) 5micrograms/0.5ml dose suspension for injection multidose vials,"385220007","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40491511000001103",Diroximel fumarate 231mg gastro-resistant capsules,"385052003","26643006","428641000","428641000","258684004","40487911000001103",L04AX09
"40483811000001102",Generic balance glucose 4.25% calcium 1.75mmol/1litre solution for peritoneal dialysis 2.5litre bags,"1231473006","38239002","428672001","258770004","258684004",,n/a
"40483911000001107",Generic balance glucose 4.25% calcium 1.75mmol/1litre solution for peritoneal dialysis 5litre bags,"1231473006","38239002","428672001","258770004","258684004",,n/a
"40470611000001104",Generic bicaVera glucose 1.5% calcium 1.25mmol/1litre solution for peritoneal dialysis 5litre bags,"1231473006","38239002","428672001","258770004","258684004",,n/a
"40470811000001100",Generic bicaVera glucose 2.3% calcium 1.25mmol/1litre solution for peritoneal dialysis 5litre bags,"1231473006","38239002","428672001","258770004","258684004",,n/a
"40471011000001102",Generic bicaVera glucose 4.25% calcium 1.25mmol/1litre solution for peritoneal dialysis 5litre bags,"1231473006","38239002","428672001","258770004","258684004",,n/a
"40470711000001108",Generic bicaVera glucose 2.3% calcium 1.25mmol/1litre solution for peritoneal dialysis 2.5litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40470911000001105",Generic bicaVera glucose 4.25% calcium 1.25mmol/1litre solution for peritoneal dialysis 2.5litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40470411000001102",Dostarlimab 500mg/10ml solution for infusion vials,"385229008","47625008","415818006","258773002","258684004","1156881005",L01FF07
"40455811000001109",Fluticasone propionate 202micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler,"385207009","18679011000001101","3317411000001100","3317411000001100","258685003","776017004",R03AK06
"40411511000001102","Generic COVID-19 Vaccine AZD2816 AstraZeneca (ChAdOx1 nCOV-19) 3.5x10,000,000,000 viral particles/0.5ml dose solution for injection multidose vials","385220007","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40394911000001103",Generic bicaVera glucose 4.25% calcium 1.25mmol/1litre solution for peritoneal dialysis 2litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40394711000001100",Generic bicaVera glucose 1.5% calcium 1.25mmol/1litre solution for peritoneal dialysis 2.5litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40394811000001108",Generic bicaVera glucose 2.3% calcium 1.25mmol/1litre solution for peritoneal dialysis 2litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40389011000001100",Generic Comirnaty Children 5-11 years COVID-19 mRNA Vaccine 10micrograms/0.2ml dose concentrate for dispersion for injection multidose vials,"1230185002","78421000","3317411000001100","258773002","258685003","39330711000001103",n/a
"40388711000001107","Generic COVID-19 Vaccine Sputnik V Component I (recombinant serotype 26 adenoviral particles) 100,000,000,000 viral particles/0.5ml dose solution for injection vials","385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40388611000001103","Generic COVID-19 Vaccine Sputnik V Component I (recombinant serotype 26 adenoviral particles) 100,000,000,000 viral particles/0.5ml dose solution for injection multidose vials","385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40388811000001104","Generic COVID-19 Vaccine Sputnik V Component II (recombinant serotype 5 adenoviral particles) 100,000,000,000 viral particles/0.5ml dose solution for injection multidose vials","385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40389211000001105",Generic bicaVera glucose 1.5% calcium 1.25mmol/1litre solution for peritoneal dialysis 2litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40366311000001107","Generic COVID-19 Vaccine Covishield (ChAdOx1 S [recombinant]) 5x10,000,000,000 viral particles/0.5ml dose solution for injection multidose vials","385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40366411000001100","Generic COVID-19 Vaccine Covishield (ChAdOx1 S [recombinant]) 5x10,000,000,000 viral particles/0.5ml dose solution for injection vials","385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40443011000001102",Generic Diprobase Advanced Eczema cream,"385099005",,,,,,
"40572011000001103",Generic DryMax Super dressing 10cm x 11cm rectangular,,,,,,,
"40572611000001105",Generic DryMax Super dressing 11cm x 20cm rectangular,,,,,,,
"40442611000001104",Generic Optive Advance eye drops preservative free,"385124005","372472002",,,,,
"40468011000001103",Lymphoedema garments bandage,,,,,,,
"40468711000001101",Lymphoedema garments pad,,,,,,,
"40573611000001100",Nitric oxide 400ppm,"385217004","18679011000001101",,,"258731005","776925000",
"40380711000001105",Paraffin gauze dressing sterile 15cm x 2m,,,,,,,
"40440911000001106",Sodium carboxymethylcellulose with silver dressing 10cm x 12.5cm rectangular,,,,,,,
"40571211000001101",Sodium hyaluronate 0.21% eye drops preservative free,"385124005","372472002",,,,"42596111000001100",
"40609411000001100",Hydrocortisone 5mg dispersible tablets sugar free,"421366001","26643006","428673006","428673006","258684004","776251005",H02AB09
"40573711000001109",Nivolumab 120mg/12ml solution for infusion vials,"385229008","47625008","415818006","258773002","258684004","776934005",L01FF01
"40548311000001101",Generic Fresubin Powder Fibre powder,"42552111000001106","372454008",,,,,n/a
"40558411000001106",Generic KetoVie Kwik Mix baking mix,"3097611000001100","3594011000001102",,,,,n/a
"40558611000001109",Pegcetacoplan 1.08g/20ml solution for infusion vials,"385229008","34206005","415818006","258773002","258684004","1162432003",L04AJ03
"40548511000001107",Methotrexate 800micrograms/0.2ml solution for injection pre-filled syringes,"385219001","418401004","3318611000001103","258773002","258684004","776732000",n/a
"40529411000001102",Paracetamol 1g/100ml infusion bags,"14964511000001102","47625008","428672001","258773002","258684004","777067000",N02BE01
"40518311000001107",Sodium glycerophosphate 4.32g/20ml solution for infusion ampoules,"385229008","47625008","413516001","258773002","258684004","777561009",B05XA14
"40518511000001101",Testosterone 40.5mg/2.5g transdermal gel unit dose sachets,"764802001","45890007","733013000","733013000","258684004","777722004",G03BA03
"40518411000001100",Tafasitamab 200mg powder for solution for infusion vials,"764843001","47625008","415818006","415818006","258684004","896715005",L01FX12
"40380211000001103",Generic National 30 day HIV post exposure prophylaxis pack,"3097611000001100","3594011000001102",,,,,n/a
"40491711000001108",Morphine 1mg orodispersible tablets sugar free,"447079001","26643006","428673006","428673006","258684004","773372004",N02AA01
"40492011000001103",Morphine 30mg orodispersible tablets sugar free,"447079001","26643006","428673006","428673006","258684004","773372004",N02AA01
"40491811000001100",Morphine 2.5mg orodispersible tablets sugar free,"447079001","26643006","428673006","428673006","258684004","773372004",N02AA01
"40491611000001104",Morphine 10mg orodispersible tablets sugar free,"447079001","26643006","428673006","428673006","258684004","773372004",N02AA01
"40491911000001105",Morphine 20mg orodispersible tablets sugar free,"447079001","26643006","428673006","428673006","258684004","773372004",N02AA01
"40492111000001102",Morphine 5mg orodispersible tablets sugar free,"447079001","26643006","428673006","428673006","258684004","773372004",N02AA01
"40483711000001105",Generic D-Mannose powder,"3097611000001100","3594011000001102",,,,,n/a
"40484111000001106",Liothyronine 5microgram capsules,"420692007","26643006","428641000","428641000","258685003","776546003",H03AA02
"40484011000001105",Liothyronine 20microgram capsules,"420692007","26643006","428641000","428641000","258685003","776546003",H03AA02
"40470511000001103",Generic Kaftrio 37.5mg/25mg/50mg tablets,"421026006","26643006","428673006","428673006","258684004","827103004",R07AX32
"40389711000001103",Sodium ascorbate 400mg capsules,"420692007","26643006","428641000","428641000","258684004","40390111000001105",n/a
"40389311000001102",Glucagon 1mg/0.2ml solution for injection pre-filled disposable devices,"385219001","34206005","3318611000001103","258773002","258684004","776115009",H04AA01
"40389111000001104",Generic ProSource TF ENFit liquid 60ml sachets gluten free,"35367711000001100","372454008",,,,,n/a
"40389411000001109",Glucagon 500micrograms/0.1ml solution for injection pre-filled disposable devices,"385219001","34206005","3318611000001103","258773002","258684004","776115009",H04AA01
"40388911000001109","Generic COVID-19 Vaccine Sputnik V Component II (recombinant serotype 5 adenoviral particles) 100,000,000,000 viral particles/0.5ml dose solution for injection vials","385219001","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40389511000001108",Hyoscine butylbromide 20mg tablets,"421026006","26643006","428673006","428673006","258684004","13868211000001103",A03BB01
"40353211000001102",Sodium iodide [I-131] 245MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40353611000001100",Sodium iodide [I-131] 240.5MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40354011000001109",Sodium iodide [I-131] 240MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40354411000001100",Sodium iodide [I-131] 235MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40227911000001109",Generic Dermogesic Non-flammable cold spray,,,,,,,
"40249611000001105",Generic Epimax intensive cream,"385099005",,,,,,
"40289211000001100",Generic Panbio COVID-19 Ag rapid test device,,,,,,,
"40313911000001101",Hydrogel sheet with adhesive border 10cm x 20cm rectangular,,,,,,,
"40313211000001105",Hydrogel sheet with adhesive border 6.5cm x 10cm rectangular,,,,,,,
"40251711000001102",Lymphoedema garments ankle sock closed toe,,,,,,,
"40548611000001106",Buspirone 30mg tablets,"421026006","26643006","428673006","428673006","258684004","774943004",N05BE01
"40548411000001108",Vancomycin 500micrograms/0.1ml solution for injection pre-filled syringes,"385219001","418401004","3318611000001103","258773002","258684004","777914002",n/a
"40389611000001107",Larotrectinib 20mg/ml oral solution sugar free,"385023001","372454008",,,"258684004","782992002",L01EX12
"40335511000001101",Generic COVID-19 Vaccine Sinopharm BIBP (inactivated adjuvanted) 6.5U/0.5ml dose suspension for injection pre-filled syringes,"385220007","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40335311000001107",Generic COVID-19 Vaccine Covaxin (NIV-2020-770 inactivated) 6micrograms/0.5ml dose suspension for injection multidose vials,"385220007","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40335411000001100",Generic COVID-19 Vaccine Covaxin (NIV-2020-770 inactivated) 6micrograms/0.5ml dose suspension for injection vials,"385220007","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40307211000001103",Generic K.Vita liquid,"42552311000001108","372454008",,,,,n/a
"40329811000001103",Generic CoronaVac COVID-19 Vaccine (adjuvanted) 600U/0.5ml dose suspension for injection vials,"385220007","78421000","3317411000001100","258773002",,"39330711000001103",n/a
"40330011000001103",Nirmatrelvir 150mg tablets,"421026006","26643006","428673006","428673006","258684004","40583711000001103",n/a
"40326811000001109",Nirmatrelvir 150mg tablets and Ritonavir 100mg tablets,"3097611000001100","3594011000001102",,,,,J05AE30
"40329711000001106","Colecalciferol 1,000units/drop oral drops sugar free","385018001","26643006",,,"767525000","775366001",A11CC05
"40329911000001108",Methacholine chloride 100mg powder for nebuliser solution vials,"385201005","18679011000001101","415818006","415818006","258684004","776718002",V04CX03
"40306711000001107",Dexamethasone 10mg soluble tablets sugar free,"421701006","26643006","428673006","428673006","258684004","775499000",H02AB02
"40306811000001104",Dexamethasone 20mg soluble tablets sugar free,"421701006","26643006","428673006","428673006","258684004","775499000",H02AB02
"40289711000001107",Desmopressin 5micrograms/5ml oral suspension,"385024007","26643006",,,"258685003","775491002",H01BA02
"40289811000001104",Generic Ponvory tablets treatment initiation pack,"3097611000001100","3594011000001102",,,,"1179255001",L04AA50
"40283811000001101",Oxaliplatin 100mg/250ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40284211000001104",Oxaliplatin 110mg/250ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40290011000001101",Ledipasvir 33.75mg / Sofosbuvir 150mg granules sachets sugar free,"420509004","26643006","733013000","733013000","258684004","776492003",J05AP51
"40290111000001100",Melphalan 200mg powder and solvent for solution for infusion vials,"14955211000001106","47625008","415818006","415818006","258684004","776668002",L01AA03
"40289611000001103",Baloxavir marboxil 40mg tablets,"421026006","26643006","428673006","428673006","258684004","40338011000001101",J05AX25
"40289911000001109",Icosapent 998mg capsules,"420692007","26643006","428641000","428641000","258684004","40337911000001103",C10AX06
"40261911000001107",Molnupiravir 200mg capsules,"420692007","26643006","428641000","428641000","258684004","1201934000",J05AB18
"40241011000001102",Ascorbic acid 7.5g/50ml solution for infusion vials,"385229008","47625008","415818006","258773002","258684004","774644008",A11GA01
"40235011000001101",Generic Viperfav concentrate for solution for infusion 4ml vials,"385229008","47625008","415818006","258773002",,,J06AA03
"40234911000001101",Generic Nutricia Hydrolysed protein powder,"42552111000001106","26643006",,,,,n/a
"40235111000001100",Generic bicaVera glucose 2.3% calcium 1.75mmol/1litre solution for peritoneal dialysis 5litre bags,"1231473006","38239002","428672001","258770004","258684004",,n/a
"40228211000001101",Iomeprol 61.24% (Iodine 300mg/ml) solution for injection 500ml multidose bottles,"385219001","47625008","419672006","258773002","258684004","776374007",V08AB10
"40228311000001109",Iomeprol 71.44% (Iodine 350mg/ml) solution for injection 500ml multidose bottles,"385219001","47625008","419672006","258773002","258684004","776374007",V08AB10
"40228411000001102",Iomeprol 81.65% (Iodine 400mg/ml) solution for injection 500ml multidose bottles,"385219001","47625008","419672006","258773002","258684004","776374007",V08AB10
"40228111000001107",Generic bicaVera glucose 1.5% calcium 1.75mmol/1litre solution for peritoneal dialysis 5litre bags,"1231473006","38239002","428672001","258770004","258682000",,n/a
"40228011000001106",Generic Waterless Shampoo cap,"3097611000001100","448598008",,,,,n/a
"40366511000001101",Sodium hyaluronate 1.6% ophthalmic viscosurgical device 1.1ml pre-filled syringes,,,,,,"42596111000001100",
"40366611000001102",Sodium hyaluronate 1.8% ophthalmic viscosurgical device 1.1ml pre-filled syringes,,,,,,"42596111000001100",
"40366711000001106",Sodium hyaluronate 2.5% ophthalmic viscosurgical device 0.85ml pre-filled syringes,,,,,,"42596111000001100",
"40366811000001103",Sodium hyaluronate 3% ophthalmic viscosurgical device 1.1ml pre-filled syringes,,,,,,"42596111000001100",
"40301611000001105",Sodium iodide [I-131] 277.5MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40302111000001107",Sodium iodide [I-131] 270MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40302511000001103",Sodium iodide [I-131] 260MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40302911000001105",Sodium iodide [I-131] 259MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40298011000001104",Sodium iodide [I-131] 290MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40299711000001106",Sodium iodide [I-131] 280MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40280611000001109",Oxaliplatin 50mg/100ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40281011000001106",Oxaliplatin 55mg/100ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40281411000001102",Oxaliplatin 60mg/100ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40281811000001100",Oxaliplatin 65mg/100ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40282211000001108",Oxaliplatin 70mg/100ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40282611000001105",Oxaliplatin 75mg/250ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40283011000001107",Oxaliplatin 80mg/250ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40283411000001103",Oxaliplatin 90mg/250ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40284611000001102",Oxaliplatin 120mg/250ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40285011000001108",Oxaliplatin 135mg/500ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40285411000001104",Oxaliplatin 150mg/500ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40285811000001102",Oxaliplatin 165mg/500ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40286611000001106",Oxaliplatin 200mg/500ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40287011000001101",Oxaliplatin 315mg/500ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40287411000001105",Oxaliplatin 350mg/500ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40287811000001107",Oxaliplatin 395mg/1000ml in Glucose 5% infusion bags,"14964511000001102","47625008","428672001","258773002","258685003","777011008",L01XA03
"40272711000001106",Ponesimod 8mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40272811000001103",Ponesimod 9mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40272211000001104",Ponesimod 10mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40272311000001107",Ponesimod 4mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40272411000001100",Ponesimod 5mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40272511000001101",Ponesimod 6mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40272611000001102",Ponesimod 7mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40241111000001101",Ponesimod 20mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40241211000001107",Ponesimod 2mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40241311000001104",Ponesimod 3mg tablets,"421026006","26643006","428673006","428673006","258684004","1179255001",L04AE04
"40225911000001104",Sodium iodide [I-131] 320MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40226311000001105",Sodium iodide [I-131] 314.5MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40226711000001109",Sodium iodide [I-131] 310MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40249211000001108",Soft polymer wound contact dressing with polyurethane foam film backing impregnated with antimicrobial agents 18.5cm x 19.5cm sacral,,,,,,,
"40268011000001102",Soft silicone wound contact dressing sterile 10cm x 15cm,,,,,,,
"40265911000001109",Soft silicone wound contact dressing with polyurethane foam film backing sterile and silicone adhesive border 23.5cm x 25cm sacral,,,,,,,
"40138211000001101",Dressing retention system dressing 7.5cm x 12cm,,,,,,,
"40132211000001103",Dressing retention system garments,,,,,,,
"40129611000001105",Generic Accel-Heal Solo device,,,,,,,
"40418611000001106",Tofacitinib 1mg/ml oral solution sugar free,"385023001","26643006",,,"258684004","777795006",L04AF01
"40297611000001107",Sodium iodide [I-131] 330MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40272911000001108",Tepotinib 225mg tablets,"421026006","26643006","428673006","428673006","258684004","1148546001",L01EX21
"40273111000001104",Ubidecarenone 50mg/5ml oral solution sugar free,"385023001","26643006",,,"258684004","777889002",C01EB09
"40227811000001104",Berotralstat 150mg capsules,"420692007","26643006","428641000","428641000","258684004","1144619006",B06AC06
"40222311000001106",Sodium iodide [I-131] 340MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40222711000001105",Sodium iodide [I-131] 333MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40223411000001108",Sodium iodide [I-131] 322MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40216111000001101",Sodium iodide [I-131] 370MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40216511000001105",Sodium iodide [I-131] 37MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40216911000001103",Sodium iodide [I-131] 360MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40217411000001108",Sodium iodide [I-131] 351.5MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40227411000001101",Sotrovimab 500mg/8ml solution for infusion vials,"385229008","47625008","415818006","258773002","258684004","1162694008",J06BD05
"40215611000001104",Sodium iodide [I-131] 380MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40206411000001109",Cenobamate 12.5mg tablets and Cenobamate 25mg tablets,"3097611000001100","3594011000001102",,,,"830245002",N03AX25
"40206211000001105",Cenobamate 100mg tablets,"421026006","26643006","428673006","428673006","258684004","830245002",N03AX25
"40206511000001108",Cenobamate 150mg tablets,"421026006","26643006","428673006","428673006","258684004","830245002",N03AX25
"40206611000001107",Cenobamate 200mg tablets,"421026006","26643006","428673006","428673006","258684004","830245002",N03AX25
"40206711000001103",Cenobamate 25mg tablets,"421026006","26643006","428673006","428673006","258684004","830245002",N03AX25
"40207211000001107",Cenobamate 50mg tablets,"421026006","26643006","428673006","428673006","258684004","830245002",N03AX25
"40163711000001108",Fostemsavir 600mg modified-release tablets,"385061003","26643006","428673006","428673006","258684004","890271001",J05AX29
"40163511000001103",Cabotegravir 600mg/3ml prolonged-release suspension for injection vials,"420873008","78421000","415818006","258773002","258684004","1145348000",J05AJ04
"40163411000001102",Cabotegravir 30mg tablets,"421026006","26643006","428673006","428673006","258684004","1145348000",J05AJ04
"40163611000001104",Abrocitinib 50mg tablets,"421026006","26643006","428673006","428673006","258684004","40164311000001106",D11AH08
"40163011000001106",Abrocitinib 100mg tablets,"421026006","26643006","428673006","428673006","258684004","40164311000001106",D11AH08
"40163111000001107",Abrocitinib 200mg tablets,"421026006","26643006","428673006","428673006","258684004","40164311000001106",D11AH08
"40163211000001101",Bupivacaine liposomal 133mg/10ml prolonged-release dispersion for injection vials,"1230186001","372475000","415818006","258773002","258684004","40164411000001104",N01BB01
"40162811000001108",Generic Nutrison Protein Shot liquid,"35367711000001100","372454008",,,,,n/a
"40162511000001105",Generic Nilaqua Towel-Off shampoo,"35367211000001107","448598008",,,,,n/a
"40162711000001100",Generic Nilaqua Towel-Off skin cleansing body wash foam,"3097511000001104","448598008",,,,,n/a
"40162611000001109",Generic Nilaqua Towel-Off skin cleanser body wash,"3097511000001104","448598008",,,,,n/a
"40162411000001106",Generic Nilaqua Towel-Off antimicrobial skin cleanser,"3097511000001104","448598008",,,,,n/a
"40110311000001104",Generic Kinerva Daily Vitality capsules,"420692007","26643006","428641000","428641000",,,n/a
"40102711000001104",Carbon dioxide 5% / Air 95%,"385217004","18679011000001101",,,"258773002","895687005",n/a
"40103311000001108",Generic Lung Function medical gas mixture 4,"385217004","18679011000001101",,,"258773002","40099711000001103",n/a
"40131111000001104",Sodium carboxymethylcellulose dressing 20cm x 24cm rectangular,,,,,,,
"40210811000001106",Sodium iodide [I-131] 407MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40211211000001104",Levetiracetam 500mg/105ml in Sodium chloride 0.9% infusion bags,"14964511000001102","47625008","428672001","258773002","258684004","776508005",N03AX14
"40211711000001106",Sodium iodide [I-131] 403MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40228511000001103",Sodium dichloroacetate 250mg/5ml oral solution,"385023001","26643006",,,"258684004","40218311000001100",n/a
"40212411000001105",Sodium iodide [I-131] 40MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40213211000001100",Levetiracetam 1000mg/110ml in Sodium chloride 0.9% infusion bags,"14964511000001102","47625008","428672001","258773002","258684004","776508005",N03AX14
"40214411000001103",Levetiracetam 1500mg/115ml in Sodium chloride 0.9% infusion bags,"14964511000001102","47625008","428672001","258773002","258684004","776508005",N03AX14
"40214811000001101",Sodium iodide [I-131] 388.5MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40215211000001101",Sodium iodide [I-131] 385MBq capsules,"420692007","26643006","428641000","428641000","229034000","783855009",V10XA01
"40206811000001106","Lutetium [Lu-177] oxodotreotide 7,400MBq/20.5-25ml solution for infusion vials","385229008","47625008","415818006","415818006",,"40205711000001106",V10XX04
"40206911000001101",Pegademase 375units/1.5ml solution for injection vials,"385219001","78421000","415818006","258773002","767525000","777094001",L03AX04
